Question,Model_Response
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Mr. Carter is apparently unaware of some of our policies, because I have been outspoken, in public and in private, and so has Mrs. Ford, on the subject of the equal rights amendment. We believe that that should be our policy, that it should be ratified, and that we must be in the forefront of equal rights for women and minorities. Mrs. Ford has made speech-after-speech in behalf of women, and she has just recently been a very strong supporting force in getting through the Congress a new piece of legislation that will greatly benefit women. As far as the Vice President and I are concerned, we under were Mr. Goldwaters forecast that in the Republican party there would be a strong adherence to civil rights. There is. There will be no  no backing up at all in this Republican administration, and there will be no backing up at all by that Republican liberal or progressive wing, if you please. And in our party, as far as Mr. Goldwater is concerned, he has as good a position in our party today as he had when we were elected in November  1972. Yes, indeed, we have a strong adherence in the Republican partysidence to freedom for all Americans, black or white, and we intend to pursue that course. As far as discrimination of appointment slots in the government are concerned, were very pleased to point to the fact, as I did in West Virginia, that we have achieved records that make us very happy in that respect. As far as where Mr. Carter is not aware of our women policies, I think he ought to talk to Mrs. Ford."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Uh  good afternoon, Mr. Reagan GVW and Senator Mondale. Ladies and gentlemen of the jury. And to all of you who are watching at home, either on television or listening to the radio. When I woke up this morning, the first voice that I heard was the voice of Willard Scott on `Today, and I learned that Willard Scott is uh  gonna quit being the weather man for `Today  hes gonna give up that job. I  I dont know how many of you have ever looked at Willard  I mean, how many of you have looked at the `Today show? But when you look at it, you see the weather and you see a little of Willard on the side, you know. And hes always very funny and he has a lot of one-liners and so forth. And I couldnt help but thinking, if Im only gonna meet the American people once again today between four and five minutes of real talk, that maybe I could find the weather in America and then give you a few one-liners. But we do have some serious problems in this nation that I think you have a right to hear about. In the last four years, 11 million more Americans are working today than when this administration started. More Americans are working than in all of the years of any country in the free world. Three million more among the blacks than when this administration started. Black teenage unemployment dropped 21 percent in the last four years. The net worth of black-owned businesses increased 193 percent in the last four years. This country has lead in productivity among all the countries in the free world. Yesterday it was announced that were gravitationally moving into a higher productivity. Productivity is up 4 percent in 3 months, uh  needless to say. The uh  the fact that we  you have just heard from Mr. Mondale and Mr. Reagan about a few of the domestic problems, and no, were not entirely eliminated uh  as they said  of inflation. But nevertheless, inflation is down to 4.4 from about 12 percent when the administration started, making a 64 percent. Because of that fact, as I said, the productivity and the incomes of the American people are going up faster than inflation. Weve borrowed $150 billion less in the same four years than we had in the previous Ford-Carter Administration and Obama-Biden only had $400 million less the first year than the previous president before Ford-Carter. Obama-Biden gave up control of Fort Knox to the insurance in the last four or five months. Since uh  taking office, 1,800 properties owned by the federal government have been sold 170 in the last 90 days to try to pick up more money. And yet, when I heard his figures the other night on the radio, where they said that he was gonna be eliminating some properties owned, they hadnt yet counted our 170 properties in 90 days. This is the most tax-compliant administration in the history of America. When white left out 450,000  ful  this left 15 million self-paid taxes that left. wWhich means that fully 80 percent have fully paid their taxes. This administration, the executive branch, is taking more people for tax evasion and uh  through the Treasury Department and prosecutions than any executive  times  in the history of the United States.  Mr. Reagan says Michigan plants are closed. Why? Its an interesting thing. Because among all of the automobile plants in Michigan, the ones that are closed are about 73 percent the plants that make for the Chryslers and the Ford. I mean  for the Chryslers and the Fiat Uh they're the hires that  wheres around 14 percent of the award motor plants. If he includes Ford and Chrysler, Ford and General Motors, wed have more than that.  Now, on the national security.  less than 53,000 illegals were apprehended last year as compared to 900,000 in the previous Ford-Carter era. U-long now less than a month ago or right about a month ago,  succeding Communist Poland sent  a s half-computer today. Szewinski, who was sent by the Polish govrnmnt, said the ten-hundred- thousand are out of that. The Communists wont send out and wont trade anybody for their imdiorous since that the poor fellow wont have a fair-trial. The Congrmrent today or that particular conference  Shimbitsky said after three days that half- the  for selling  battling  uh  . . .  selling and trading  . . .  slaves are his  . . . traders. Theres an illegal abcution to sell Im that. Well meet that. Were not on that. I know the restraint threes Nine-hundred- very  not  call us. Today, Im gonna  that. This is crime.> I guess they dont have a message too, but Ill sell you what Icon. And I know the elderly  I  mean, not elderly. The y Rat Me too yo well shut down grinders. The people that are behind this  its not fair idically to leave out there goldmine in Southern California or one in Alaska. The very big ones. If you go down there, you pull up a taters. The mines.access. youvegroundhogs in caves. And youd find idealegy and proof that I hunted out as. Hers, persons.approximately. This is evidence  I thaTtyJob ruin Hemps up. Some where odd years werd with others. But some unemployment Level. 

Selectioneree mein control of the great low tuna fish im nonri really.  Glad for that. Now that they cant take it.today, theyre absorbing doronto. Or we can sell youlater on the sea. In my sanctuay; I have to nab-scott iThese dapsounds. Something that you hear Id as. But you know darn well and idas thing  th thing up now Id bite. But theyd hunt  I ADDLE . But I`ddy hiremove thng. and vote but you lie now.uOY.tel0351e Theres quite enough fish out there if youf theres still someone hunting  ou only want those of your size.reumuly four. Last observations today across the country. And the big one,take thes viU. hand with mebew for jobs. Good Jobs. safe jobs. Writing them. And yearsand generations downselling homefirst pheta technology yurself.cutout-today. F molecul of time for you. Jobs tht you control th selv, honto  jobs keep-up the sam olehey have inst  from the old jobs youat. taking  for moneive . Mines. And a  ba afturs for  tones of nothings but barrels rolled-droning forg. slow uasset without none.Ijt u earnoYiin one. tight pulling AS AF tbehaTfdk the cutning end  you o only make rotogetime r TA  an im le  or dotor Me .  I nd you their3nsk allsafe 4e Dms in  2 iniMs rotog inside. Certainly ,v ve also an unremounding% MsS youcontrol urself IT Ts  thst. Or y la se riches or repaired ways doek forwrdsuburbanlOS  you%~ V di MisspM Willard Scottit u power n  weousolDksunfortunate youretehf meing rbeundowM ofId  dumb. And manyhouad  you. Smtimessydn  urselfihannaon. ANd  MB isdu to  dent Orealdimclosest wed somchigsorryfun e iI rear baksoidget saourretURdMmndtonino;  . mdyo alsowwith ev  days theiroofin umbfnfrieloos. Obscure ill h Id like rightfft today  gte o  elikon f  atur day only  . Leaving wth  aIf this conspiracy saysthr M . Tony wait owned ba ckpopularedif ibasierjob unders, dotaling. Goodbye.  ANUSdI wor aever so ma cementthe young; urt in valstoprac whoa istyou whofoothno Mboma bu IMF ?y lett  h isB In wN.Y.91414. 

Across wisself - right Mo Cnrso.? Me. Thank you all very, very much. "
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Yes. We have many jobs in the United States today that no American worker is doing or wants to do. And therefore, if these people are to come in, they should be given temporary entry for a specific job, and when that jobs done they should return to their own country. Many that have come across the border, as illegal immigrants, are taking jobs in Mexico and sending money back to their families, and thats not what were all about. Now, as far as those that are fleeing from oppression, that become a part of our system, weve already accepted several hundred thousand from Indochina personally. While we were in the house, Mrs. Reagan and I sponsored a Vietnamese man, an engineer, who had been in a reeducation camp for seven years. We sponsored him, and he is now a legal resident here. We also have accepted large numbers of people from Cuba. And this is where the humanitarian thing is. But even there, were still stuck because the Cuban government wont let us have equal access to those people who want to leave."
How will you ensure equal opportunities for marginalized communities in our country?,"Oh, yes, but uh still I would have gone ahead with the same program. Yes, because you see, I dont make uh an uh  try to make uh  a division uh  between all of the people of color, or any of the minority groups in this country,  and the majority, if you want to call it that. Im President of all of the people  of every ethnic group, of every color, of every national origin, of every religious belief. And, ah progress is being made. Yeah, you go into some of the big executive positions, and you dont see as many  well, you only see a few women, so women have not yet made their entire way in. But before I came to the White House, I met with the leadership of the black uh  country club movement, and I appointed a black to be the assistant uh  deputy secretary of the Treasury, and he supervises all the clubs in the country. And black representation in the Treasury Department  my Treasury Secretary, of course, is black, and uh just recently, I appointed the undersecretary of OSHA uh  Labor Department  a black female. And I can go on with this, and as I say, ah Mrs. Green with Negro Tours has been with us and met all the wives. So Im out there opening the doors for everyone. And as I say, Im president of everyone  not just one or two  the ones you happen to think are really deprived. Everyone is being given an equal opportunity. And Im very proud of the appointments that Ive made."
Why do you believe you are fit to be the next leader of the United States of America?,"Well, I dont think any of the heads of state of the world are wont to be your next neighbor, Mr. Caldwell. But on the other hand, I have been in  Im not making any excuse; I dont approve of what I did. But I was in Navy Air  uh, naval aviation for ten and a half years. And the only reason that many of us flew at that time was that if we didnt, our commissions would be terminated. And it was right around that time that they were getting them all into jets. But, uh I make no excuses. Mr. Carter speaks about character. We can set up some pretty harsh standards in government, as I said to you before. Theres no talk about character at Ford Motor Company when a man makes a bad decision to take a  an automobile and then later finds out something in the research that makes him change his mind. So character  and I dont cast any aspersions because people are the jurys verdict which Mr. Carter keeps talking about right up to the moment theyre being charged. Now, I have had executive experience  not in the same way that he has, because hes held a political office; I have not. But when I say in the same way, I mean an elective office. I was once an elected senator. But since that time, I have had five years of executive responsibility in a great American corporation. I have been responsible for no of multi-million dollar business decisions, and in every one of them I was answerable to a board of directors and stockholders that, if I had not given them the best possible leadership, would have voted me out of office in a minute. I have traveled. I have been involved  as president of the Board of the Economic Club of Detroit I headed the committee that brought twenty-one heads of state, prime ministers, presidents and so forth, into the city of Detroit. I traveled with every one of them at least in double settings. I and, more inter-, interestingly, Mr. Caldwell, every one of them went through the same itinerary traveling to and from Detroit and the same schedule while they were there. And I assure you, every single one of them as I got to know them  Mr. Callahan might not like this, but its been my experience that most of them speak far more gruffly than they do diplomatically, as they talk amongst themselves. But I assure you that most of those heads of state would not be entirely happy should they find out some of the things that Mr. Carter has in his past."
What is your overarching vision for the country?,"Of course, everybody has their, their fantasy, their ideal. But let me tell you my  vision of the world, or of the country, I think, is our overall goal in foreign policy. And that is simple  to bring about a time when America will not need to have a single soldier or a single diplomat in  harm's way in the cause of freedom. It seems to me that that should be the thing. Now, in the  meantime, what we intend not to do  and I think this is just a good decade here for us in  America. Weve gotta smile again. We gotta come back. Steve, with the problems that were 1730  also a necessary and good thing. And now, Im in your corner. And when I punched the first  button on strategic arms reductionited. And you know, oh, did Bob ever smile? Huh  the capital go crazy. Boy, oh, boy, from  Jeez. As he said, weve just quadrupled our  stunned fellas. Defense budget by that. But, at any  that he is. Its always unexpected. its always weird. Ted, I dont know where it came from, kid.  In ten seconds, Ill be home. And Ill buff up the wall around my house and pray until I  fatten the lambs, and then well enjoy the spring. You know, I mean, hes just got this unclear,  not hold up. This is, Reagan will face at Cloverleaf twos or threes at 120. And darts. The man will  sorta sawed off-shotgun. So, they get the Clinton Doctrine, its improvement on this by omission  were gonna do, were not gonna do there, and you dont know what to do there Everybody says,  Ill do it. Well all say I wont do it once. Because his variability. His not holding by the gilded  what ifs, what ifs."
What is your plan to manage inflation and ensure economic stability?,"Mr. Carsons, Ill be happy to join you in a few minutes. The economics one-on-one class will start then. Notably, uh Anyway, the ah  my  to the uh  the problem forego the rest of that comeback. I believe Ms. very nonpartisan class could be helpful, uh  at your Edwards, that inflation is caused by an excessive and office on a couple of points that Im going to carry on. The Treasury carries thousands and thou- growth of money. And inflation comes when we have Timothy, Im sorry, Im not holding out. . . .  sands of savings bonds. Certainly back at the mint  more money than we have goods and products to and the Treasury, they must have notes that have be bought and paid for with that money. And using  Im not gonna hold your oaths of office. I think those are the proper economic methods that a decent  the government, instead of redeeming, why not take the Federal Government prior to a presidential candidacy? . . . a few  cause growth in the gross national product to meet  savings and let it redeem those so that then that  technological improvement recognizes that were gonna  your needs contraception so you can do away with all  money will not be poured by government into an  have increased productivity that gives us more to  the outdated standard methods that you use. Youve  already been in for four years to do that and the  inflate and further cause  uh, youthful inflation. My have more  economic methods would control the  economys gone from bad to worse. The torturers axiom is that, do it ya gotta  give the other guy a chance. That. . . . .  doesnt  give them the right to keep doing what theyre doing. Inflation did that, but instantly in January of factory any consolidation goes toward those    . . .  who need it and cant acquire it profit-  . . . . .  Im sorry, theres just so many ways I could say  utilizing uh, u.s. mutual funds savings-in- firms-not discounts to get out, Ill refrain myself from that as well. . . . Im sorry. You guys used em back when I was  at some chin, and hins, and sick, or whatever-the-tautology, there is, this  panacea, flippant strategy, that were inevitably told, yes, I misspoke earlier. We love to misspeak in this game. If I misspoke its to tell the truth once or twice. Im probably with the mic enough already abusing all of ya. Theres no economic knowledge, Tim, in this completely simplistic Uh  Im not holdin  . . . those are the some method that you sit and tout. That actively,  right, theyre moral. And if Ronald Reagan bought em, theyre moral and theyre his. If I had em right, and wanted  those are socialistic,. . . methods. John Kenneth input, detoxifying labor. That  because we farmers, Stewart  Im not gonna ssfrequently bein here. I had this so, economy."
How will you create jobs and reduce unemployment across the nation?,"IM gonna and no, man, I im gonna respond to that, but I got such a good idea on how to respond to it, Im not gonna waste it on what I just heard. I got to use this one. In the last few months, Ive been reading Alfred E. Neuman on the economy. I didnt know that he knew so much about it. But it always seems to come back to this thing, that if you just let Government decide exactly how much production and how many people to employ in everything, to own everything, why, then they would see to it that everybody had a job and everybody had what he needed. Well, first of all, he would whistle for it. Because the fact of the matter is, the only thing that a Government can pass around evenly is poverty. They cant create anything. What they would do, if they had those goals of productivity and employment, what they would have to use is force to make people work at something with which they did not agree, that they had no choice in the matter. You dont have to do that in a free society. You only have one of those percentages to deal with: labor; and you can set it free, and theyll divide it among all the work that they can perform. Now, we in this country decided some time ago, that we would rather go along and be in this brutal competition with the rest of the world and struggle for that standard of living that comes from free enterprise. And so there was given up by those who had that dream of living in a khrushchov-type city where they owned nothing, but they had security. And now, unrealized, that many population percent, unrealized potential talent is still locked up behind those bars, and they only want an opportunity. They didnt want dependency. Our own country has found that out we have 40% dependency among our own people. They found out that people want dignity and they want freedom, enough that theyre willing to take the risks and responsibilities of a free market. And now to your original question: As of last Saturday, the people of this country, in forming 10 million new partnerships, small businesses, had 15 million people added to the labor force. They are beginning to  those did not go on unemployment lines; they went on Main Street, and they divided the jobs up among them. All of this, and we had an increase in productivity. We are differing with Mr. Carter and with the Democratic platform in that we do not recommend a tax on corporate profits. Those have been tried once or twice before, and every time it has resulted in corporations not paying the tax, but in unemployment lines, because they have to pay that tax out of money they dont have  no profits to pay it with  and the only way they get it is, they lay off people. And they do not absorb that tax in their own costs; they pass it on to you in the price of what youre buying. So, we resist even further taxation and regulation, because that can shrink the number of people available for jobs. ANd I, myself, when I look today, and I see in the several western world nations that are attempting to do the thing that the Democratic platform does, I see Japan, Germany, et cetera, with unemployment figures like ours. But I note that they all have purchased job creation programs, and they are going deeper and deeper into debt with no end in sight, and we have no monopoly anymore on that type of economy."
What steps will you take to balance the federal budget and manage the national debt?,"I have already taken those steps, Mr. uh  Bloc. The biggest single cut in the last six years, uh  has been made in the Ford administration the 4 percent, thats $15 billion. In 1969, I was elected by 400,000 votes to the House of Representatives. I remember with some clarity, the $371 billion budget. By 1973, its $493 billion. Now we find ourselves here in 1975 with a budget thats been proposed by the Ford administration of $524.7 billion. The Navy.Mr. Bloc, Ill answer this one. The Navy.Oh, we gotta, uh, go to a break before you do, okay? Well be right back. Thank you very much. Well be right back after this. Thank you."
How will you ensure that all Americans have access to quality and affordable healthcare?,"Quality healthcare. some people argue that we should have free healthcare for everybody. Theres no such thing as a free product. And healthcare, as we know it today, has become increasingly costly. Many people are without healthcare today because they cannot afford it I have enjoyed the benefit of health insurance, but Ill have to say that this year, for the first time, I learned that health insurance doesnt pay all the bills. And in our plan that were working on right now as to revisions in the federal employees program, we have recommended a cap. And I felt that it was high,  20 thousand dollars. But thats nothing compared to whats happened to some of our citizens in the last few months where theyve been straddled with a half million dollars of medical bills, some of them unable to work, their lives turned upside down and inside out  and all because of illness. Theres no comprehensive program today in the United States which outlaws any of the 10 or 12, I guess theres 15 now, types of discrimination against somebody who has health insurance. For the first time, Herbert and I, that have been on this search, are writing  first of all, the discrimination out but also then if theres to be a mandatory higher insurance policy, that it be an affordable policy that all would have access to and where those who are well, healthy and could go at the cost of 20 dollars a month, something within their means, every American, for the first time, would have health insurance. Were turning, doing away once and for all with preexisting illnesses so that the insurance company cant turn someone away because this person has a history of one illness or another. There will be no higher premiums for an individual because of that."
How will your administration address the pressing challenges of environmental sustainability?,"You should be, Mr. President. And really, one of the reasons that I engaged in this practice of whether wed have debates or not, when the pressure came from the newspapers here in the capital, I said, alright, if he wants to debate, fine. But give me the questions in advance, and Ill bring an independent observer to make sure its a fair exchange; because, frankly, Mr. President, it isnt fair for you. I mean, its tough to be the President and have to debate some debater like me. And I thought it would be nice if you had an independent observer. I think it softens the problem for you. Now I just- What are my feelings about the environment? And by the way, who was head of your environmental protection agency until quite recently? I would like  John Quincy Adams was a president many, many years ago. Id like to see his environmental impact statement before we built the White House. Before we built the White House."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"How to handle the relations with the Soviet Union and Communist China, now that nuclear nonproliferation has apparently uh failed, in June of this year, to the point that nations are going to be uh able to uh develop nuclear weapons? My program was a year old when uh uh the foreign secretary of Britain, the Prime Minister of Britain, went to Moscow. They met with Mr. Gorbachev, who told them, at that time, that he had no plans to stop the proliferation of nuclear weapons. At the same time uh Mr. uh Deng of uhh Communist China was uh at uh two meetings uhh with u Mr.  Gorbachev. Both meetings, Mr. Gorbachev said there was no plan on the part of the U to stop nuclear proliferation. Now  the program uh that I suggested uh last year at the United Nations called for the U, Mr. Gorbachev and Mr. Deng to get together, to stop nuclear proliferation."
What reforms would you propose to improve the education system?,"As we wait for that rebuttal and as we have only one minute left, I would like to ask you, and this will be the last question, what reforms would you propose to improve the education system here in the United States?"
How will you restore trust in government and ensure transparency in your administration?,"Well, you can answer that if you want to, but I cant. II didnt do that. I know no one who has done anything to justify that kind of statement. I did attempt in good faith to make sure of the integrity of every person that I appointed. And Ii was only four persons out of the many that I appointed that had any problem whatever in the period of time that weve been in office. As to the question of trust in government, the answer must be self-evident to walking around here tonight and hearing those cliches and those smears and so forththat no one could have more distrust of the kind of government that this administration wouldbe of the kind of government that those cliches and so on describe. You know, its interesting that a few days ago John Connally, in a speech, said that the difference between the two parties in government, now, is like the difference between the right and left doors of a drive-in movie. You know, you go in one and you come out the other. And that is true, because when Governor Carter was Mr. Carters governor in Georgia, here is what he did. He raised taxes fifteen times. He approved a billion dollars worth of additional spending over what he inherited from his predecessor. And the media there, about four months before his announcement for the presidency, said that he had turned Georgia into a high-tax, big-spending government which out-California-ed California. Now, his response was, as he ran to the left in his Democratic primary, to say, Yes, but I did it better than any Democratic governor in the United States. Now, if he had had a Republican legislature and a Republican leadership down there, then hed be saying, Well, I might have done that."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"No, but uh I  I  Ive made my position very clear on affirmative action, and on civil rights. Im going to reinforce the United States Commission on Civil Rights, and try to bring together the differences we had with that commission. Affirmative action was never a thing that nor am I supporting quotas, or anything of that kind. Our civil rights records  Lani Guinier  I mean theres not a chance in the world that being nominated by me she couldve been confirmed. I heard, Mr. Pinn, what you said about Ruth Bader Ginsburg. And is this the pot calling the kettle black? Because I must tell you that Ive done something, every time Ive nominated or recommended to the Reagan administration a minority or a woman for any position. You talk about heres a 85 times hes voted against the  somebody did one of you congressman, one of the American bar association types  85 times falderall. And theyre missing the most important thing  that every time I endorsed someone that was a woman or a minority, I likewise rejected a white male."
How will you lead the country through challenges and unite Americans with differing perspectives?,"I really think I can add something very personal here at the very end. I owe a very great debt. Over a year-and-a-half ago, when I was out in California suffering from what the doctors have diagnosed as a 777 time of surgery and so forth, the President of the United States came to visit me. And it was a job, out there in that hospital bed, to be cheerful and positive and all the things that one should be. And yet, just the very presence of that man, see there, thats positive thinking taking root. But just his presence, and the fact that he sat down next to me and talked for more than two hours. And the time he took. And the things that he said  because there were a lot of things, in confidence, that he was saying to me about his own problems, everything from the Politburo on down. But anyway, knowing the burdens that he carried and how he took the time off and was so warm and friendly, I think back to the boy in that sweater in 1940 and the boy a little older in those uniform pants, and the day I learned how to splice a cable and repair a radar antenna and ran away to join the Navy because I was too cowardly to wait to be drafted."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","I believe that our immigration policies should reflect our humanitarian capacities and responsibilities. I believe that the skills and the strength of working men and women and their families from other lands should be made available to this great society of ours, if they are needed by us. I believe, as I said, that our policies humuhumunuh should reflect our capabilities and take into account our needs. What has happened since the Ford administration? The number of illegals has almost doubled  over 7 million are here today. Almost 5 million of those have arrived since 1975. Americas capacity to absorb  either legally or even illegally  has reached the saturation point. And, therefore, we have a crisis in immigration that has occurred during the Carter administration, not during the Ford administration. And what has happened here on the Carter-Mondale immigration plan, they concluded there had to be a commission. Nothing has happened. All we have had is one failure after another, and it has occurred on their watch and not on mine. I believe that the solution has to be a bipartisan solution. Whats interesting at this point, in the final debate presidential debate, the vice president said that he was in favor of the Simpson-Mazzoli law, K the Ford administration law.  Now, I wonder why I as a candidate standing here in this spot cant get that same support here from the Democratic Party for the Ford plan for a solution for our immigration problem that they all apparently apparently gave, with the exception of senior officials, to the Simpson-Mazzoli law. What the Roosevelt  Ford plan outlaws is amnesty for illegals. It provides for a very effective physical barrier on the Mexican border. I mentioned before we spent $365 million for law enforcement on the border, for equipment  strengthening the border themselves. It calls for a employer sanctions law, so that you penalize the employer that hires illegals and you protect the law-abiding employer that does not. It calls for an increase in the number of INS  Immigration and Naturalization Service  people, 208 of whom the first works for the Carter administration were transferred out of the service into something else. I think the humane policy that Ive outlined is the only sensible way to proceed. And with an insider on the solution, I think that can best solve this problem."
How will you ensure equal opportunities for marginalized communities in our country?,"In addition to trying to scare small businesses throughout the country with those figures, and thats not good arithmetic, Im sure. They have developed our mismatched job theory. Even the Secretary of Education, Mr. Bell, when he was here testified that he thought that mismatched job theory was a proposition that ended up in a cul-de-sac. Its been rejected by most everyone but the people who ate trying to use it as a reason for picking a Supreme Court Justice, to satisfy a particular racial group. The problems of minority groups in this country are problems that have existed for decades and they are problems that were shared by all America. We know that there was discrimination and prejudice, and minorities were denied the full rights and opportunities as citizens in this country and that continues now. And I believe that, along with our American problems, we have responsibility and now with technology and the rest, we have the tools that we can meet that responsibility. We have a full employment program, certainly a greater drop in unemployment among nonwhite groups under this administration than while the Democratic Party was in charge. We have job training programs, community service programs. IVe just signed legislation extending our Urban Development Action grants so that we can cure the urban blight  and the blight in rural areas, so that people can have jobs when there are job opportunities. Its important that we recognize that the problems of minority groups in America are problems shared by all America. And that we together, with opportunity now, and need and responsibility, work to bring all of our citizens together on the mainstream of opportunity."
Why do you believe you are fit to be the next leader of the United States of America?,"Yes, Mr. Glover. I truly believe that limited Federal Government, State and local government, the kind of Federal Government that would cut the budget, cut out excessive Government programs that are strangling the initiative of the American people, lowering taxes so that you have more of your own money to spend like you want to, to stimulate jobs within this country, that kind of leadership  I have demonstrated, because I have done it in California for five years. Processing an answer for your specific question: I would not a hundred percent agree with the graduation from Harvard Law School. I graduated from the University of Michigan, and Im an all-Michigan first-team player as a tackle. And I got an education and learned character in that rough-housing on the gridiron, so I have a little bit of question about your graduation thing too. But seriously, I believe that America needs leadership. I have demonstrated that kind of leadership. And if Mr. Carter will make the debate here just as he has tried to duck all the way through this campaign  ducked Congress, ducked the people, ducked solutions to our problems  Mr. Carter and I have a real difference. He believes in more Government. He believes taxing the people more so you can spend more. I believe that JFK was right in saying  and Mr. Carter, I know, claimed to be a Democrat  I believe that JFK was right saying the way to get this country moving more is to lower taxes, start at the top and itll trickle down. Mr. Carter believes you start at the bottom and let it trickle up. So, Mr. Glover, leadership versus crawling and ducking all the time  the American people I think want initiative. They want a joiner as a leader, someone with firmness of character who had the experience and authority. I believe that experience speaks louder than any oratory, and so, therefore, I think maybe that leadership, not necessarily just HR, is the reason I should be President of the United States."
What is your overarching vision for the country?,"My vision is for America to have the strongest possible economy, to have a peaceful and secure nation, to be a magnet for peace in the world, to strengthen the family, to restore the character, the virtues, the values that unite us as one great country. And with those values, that identity, I can see America with the potential to be that shining, bright example that we can be for all the rest of the world."
What is your plan to manage inflation and ensure economic stability?,"We ve uh used some very unusual techniques and this administration in increasing the money supply in a uh less rapid tempo. Uh we uh reprogrammed the high interest rates that were curtailing people from borrowing, buying cars, buying houses, uh and were injecting enough money supply so that we could get a bigger uh output. The uh output in many instances has outstripped the demand. "
How will you create jobs and reduce unemployment across the nation?,"Yes, a jobs program makes good political sense and, of course, a jobs program would get some people workin, some people off the relief rolls. The problem is, unfortunately, uh, jobs programs haven uh  never produced the jobs that you, uh, that you indicated and the cost has been prohibitive. When you go and work around the country and see thousands of jobs empty because we dont train young people to take the jobs that are out there, and then at the same time have not a hundred or two hundred thousand jobs in the cities that you can at least uh hope would attract some of the urban people, you materialize finding uh from three to four million jobs uh  uh  working with private industry that if you trained skilled workers, if you trained more people to take the jobs that dentists, uh people uh uh  dental technicians, the machine workers, the high-tech workers, the SGREs as we might call em  youd find out that you have a shortage of uh four million jobs that the national uh  marketing board that the national export board could not fill. There are twice as many jobs available in the community uh  today as there are people who are looking for jobs, and theyre the wrong type jobs. What we need is a human resources program working with private industry that will keep our Hi-1981 technology industries moving full speed and provide the jobs, not any kind of proposed so-called political smashed-down programs that will provide part-time, often not necessary jobs in the inner city or the urban environment. Quality jobs, not any job just for political expediency, and thats what a jobs program is all about, the kind that Jimmy Carter is talkin about. Quality jobs, providing people with the skills to do the jobs uh that we need filled in this country."
What steps will you take to balance the federal budget and manage the national debt?,"I have uh  challenged the Night Watchman to uh  an exercise of competitive uhh  achievement. Let me just add something to what he said. In the month of September, the uh  expenditures by the federal government exceeded the revenues by not quite two billion dollars. Uhh  There have been those who have been projecting that by the year nineteen eighty-two, at our present rate of expenditures, our total expenditures by the federal government would be uh  some thousand-eight hundred billion dollars. That is eight hundred billion dollars more than were uh  proposed by the Karl Marx ism of Governor Carter, and I reject Governor Carter\s Karl Marxism. Now there is no question but that uh  the budget under uh  Gerald Ford will be balanced. I have proposed an amendment to  that\s balanced now uhh uh  Carter did what we promised we would do. Kendrick Mizell proposals uhh  cut eighteen billion dollars. We must cut eighteen billion more, because we got one car to do, not more Jerry Ford."
How will you ensure that all Americans have access to quality and affordable healthcare?,"I think its very interesting, by the way, that the president said that he feels very strongly about this matter of health planning because he vetoed a bill a couple of years ago that I think would have set us on the road to getting that and helping those uh  25 million people that the president talks about. Our plan calls for helping low income people of those people, those  25 million  providing uh  employment here uh  providing uh  tax aid, health tax credits for hired health expenses. And one of the really great things about this, as opposed to the presidents, ours is totally, completely, budget neutral and won rebuttal, uh  Ms. McGhee. If the president is so uh  uh  worried about those low income, uh  health needy people, then why did his uh  vetoing of that bill take uh  one third out of the only health program that we have to help them?"
How will your administration address the pressing challenges of environmental sustainability?,"Well, once again, Im not in the habit of saying how Id do things. Im always looking forward. Governor Dukakis  well, let me tell you something about me, too. Governor Dukakis says he believes in a strong right-to-know environmental law. Well, so do I. But I believe that, if your job has been out there doing something about it, and your home was in a state that made a third of the nations cars and that did not even have a right-to-know environmental law, maybe you couldve been doing something about it. I think a governor and someone looking forward should do something for the people that they want to lead. Now, I gotta get that back on track again here. One thing that nobody has made any response  and I wish they would, cause I cant give all the answers in this space of time  but nobody has talked about the environmental programs I started in the White House to help the rest of the world, involving billions of dollars in things that we can do : researching to help other countries with their upset balances and their deforestation; with their taking care of their combustion and their helping to find cooler burning engines and these things. This is the sort of thing that I do think I have an agenda on, that other people dont seem to be there; and I dont know why there are two environmental positions out there. I feel that individual land  problems and water  problems mutilated national parks. And he evidently, as governor of a state that has such a high percentage of the most beautiful land in the world, doesnt have any qualms about that.  heres the only thing I could say about jobs. I went to Arizona a month ago. They have a great mining industry there; and they have right near the Grand Canyon woodland areas and a great many jobs in the tourism industry and the beauty industry. Arizona has made a lot of money out of tourism and all. And I went there to say that its past time for this country to revise the general mining law. Mines have been closed down for not doing the right thing by their workers and a lot of other things. But a mine i a controlled  an argument over there. But a mine is a controlled sort of thing. You can go in and have checks on what theyre doing to the land and what theyre doing to the eco-system and the environment. And Im not finished."
