Question,Model_Response
What reforms would you propose to improve the education system?,"The American educational system, once the envy of the world, has now had its reputation severely sullied in recent years because of the declining quality of our education, the high dropout rate, the lack of a chance for underprivileged young people to have a good basic education.  Our newly appointed Secretary of Education, Terrel Bell from Utah, has an outstanding record in education reform.  Mrs. Carter and I might add  this is one area in which my wife will take a very active role in the administration of the federal government  have already gotten together with him, and we have this week a new program for education reform, which will be implemented after the election, regardless of who becomes president.  But it will place a primary emphasis on improved quality of education, restored discipline in our classrooms, a chance for lower-income and disadvantaged young people to get a good basic education.  Parents and teachers will be involved quite effectively in the future in making judgments on their individual schools.  I favor also the introduction of computer use in education.  We have an award system in education now, a winners award-type system, in which those schools and teachers and students that perform well will be honored, and additional help will be provided where its needed most.  I believe these steps would be a great benefit for education in our country.  This is an area in which the federal government, in the past, has been a real leader.  In this administration, weve seen a devastating budget-cut program that has stripped education of the Federal Governors Award and many other privileges in the administration.  We have seen also a lack of a national education policy.  These things will change with the Carter administration out of office.  We will restore a sound, national education policy with adequate financing through the federal government so that high-quality education will be available for every American."
How will you restore trust in government and ensure transparency in your administration?,Am I not supposed to answer that?
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Well, wait a minute. Im not sure Ive had enough time to answer the first question. Quit fussing with me."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Well, the first thing  and thats a very important question. The first thing that it takes is leadership. It takes a will and a determination to bring Americans together. John Kennedy made a great speech in his inaugural address, but the one  the lines in it that probably had the greatest impact on America were, `With your help, I shall lead the country forward."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",I am going to go president. How do you remember everything?
How will you ensure equal opportunities for marginalized communities in our country?,"Yes. The disadvantaged in our nation are now being deprived of the tools that they can use to work their way into the mainstream. I believe in equal opportunity for all Americans. And this has been a goal of my administration from the very beginning. Barriers to equal employment in the workplace have been broken down by those who deny that minorities and women are capable of doing the jobs as well as anybody else. And in fact, the affirmative action program has worked, and the courts have ruled that we are correct in persisting with affirmative action to give all minorities, Black, Hispanic, women, Indians, everybody, equal opportunity in employment. And with the passage of the Equal Credit Act, this has also opened up to reassuring financing as a tool to minority businesses or women businesses that have been hampered in the past by denying them the opportunity to borrow money. In addition, weve also expanded through the small business administration opportunities for disclosure of loans, and we have a goal of 25 percent of all loans from banks by small  through the SBA to be made available to minority businesses. This basic thrust for equal opportunity will continue. And in the area of things like welfare, food stamps and housing, education, these tools have also been reduced heavily by this administration, and I would make sure they continue as well. Weve got to give our youngsters and others who are just trying to take the first step forward in life an opportunity to climb that ladder of success."
Why do you believe you are fit to be the next leader of the United States of America?,"Lets take a look at the situation where the American people have to make a choice between Mr. Reagan and myself. What he claims to be his philosophy or position as President is going to dominate this debate over the next four years. Mr. Reagan has objected to talking about the past four years that I served. I think hes partly correct in that. Ive been misquoted a good bit in that., and my presidency has been demeaned somewhat. But as far as the American people are concerned, Ive been vice president since 1981, and Mr. Reagans been president. Everything Ive done in the administration will be contrasted against his own; everything that hes proposed for the next four years will have to be evaluated, given what has happened in the last four years. And as the American people look at those four years, I think they will realize that Mr. Reagan has been in over his head."
What is your overarching vision for the country?,"My overall vision for uh or approach toward the country doesnt revolve around a plan. My opponent talks about the fact that he has a seventeen point plan. Every time he gets a point done he doesnt change the Seventeen, he just adds a bunch more. What I believe the nations approach should be is based on principles. These principles embody the values that youve mentioned: opportunity for everybody; fairness; a peculiar property that we have in America of being able to grow far beyond our bounds. We take a small crop and we have an unbelievable fruitful harvest and we share with others in the world who need food and we share with the hungry people in our own country. A peace thats based on strength. Thats not a rhetorical flourish, its a principle. A peace based on uness, based on integrity, a strength based on devotion to our own country not based on the philosophy of others. And finally an American people that are united, uh that only together can all of these inextricably intertwined needs of the country be accomplished. Those things embody my approach toward the job as president. This is a time for change in our country  a change in the leadership, a change in the policies, but never a change in the principles, values, and ideals that undergirded our foreign affairs in the past and that empowered our domestic life and made us the envy of the world."
What is your plan to manage inflation and ensure economic stability?,"Well, first of all, Vice President Mondale assumes Ive said this once, and Ill say it again. I have never, ever suggested that we have a relaxed monetary policy. I have always said, and in fact, the majority of my speeches in this campaign have been addressed to the questions of the budget deficit, management of the trade balances, increasing exports. All of those things combined slow up the level of inflation. And of course, the comparisons that hes talking about, the two and two doesnt add up. I assume that both in Western Germany for instance and in Japan, you both have had  the  Ive never seen in any of the studies Ive read, have you ever had a policy of relaxing credit or relax monetary policy? I dont think so. And yet both countries have managed to have lower unemployment, and Its certainly quite possible to have growth in this country without a level of inflation of 12 percent. That cant be a starter. What I talked about also was the commitment to start paying down that debt. Vice President Mondales own boss is committed to it, his Commission on the Budget has called for the balancing of the budget by the end of this administrations term. Thats one of the things I strongly believe in. And I have every reason to feel that our revenues are going to continue to be as they have in recent years, somewhat higher than expected. In fact, if the tax  if the Congress had passed my tax relief program, wed still be $16 billion above, with current revenues, $16 billion above current projections in revenue collection. Thats a good thing. Well, get good things and bad things, and well have to get control of meddlings with both the spending side and the revenue side. I also think that dealing with the unions, we ought to have a national wages productivity compact, so that if the unions are willing to work with us in having productivity improvements instead of an added, say cost of living improvement, they dont get hurt. Taxes dont go up, and chances are well end up with a lower level of inflation. Those are just a few of my options. But I certainly would never try to play with money. That would be the start of all trouble."
How will you create jobs and reduce unemployment across the nation?,"One of the most critical needs now in the United States is to decrease the unemployment level by at least two million jobs in the course of 1983. We have planned to do this in a very direct and simple way, to increase manufacturing output, increase productivity, to meet the demands which will exist in our economy. One of the prime methods for doing this is through initiating and adopting a brand new energy policy. This year we will spend about $65 billion to $66 billion on importing foreign oil. Every $1 billion that we spend overseas for foreign oil costs about 30,000 American jobs. If we stay with the same policy next year, well spend about $100 billion on importing foreign oil. That means we would lose another 1 million jobs. This is not acceptable, and this is one of my resolute  resolutions that I have distinguished from Mr. Reagn. He wants to stay with a similar, if not identical, energy policy that we have pursued in the past. This would mean that we would continue to import foreign oil or to purchase it from OPEC, or elsewhere, at astronomical prices, and therefore lose additional jobs. Its a sensible thing to do to have a real energy policy that cuts out the waste, that stresses conservation, that puts into place a program that promotes these alternative, especially synthetic fuels, and that also pursues an emphasis on solar energy, wind power, and another risk on research and development. This can be a 5 or 10-year program, but if we dont start it now, its guaranteed to fail, and well have no additional jobs as a consequence. Also, our tax policies have been set up now to benefit mainly the affluent in our country. And, this is typified by the use of the so-called Accelerated Cost Recovery System, or ACRS, where huge corporations can take off an immediate deduction, and often receive a refund, because they have deduced spending in a year on taxes far exceeding the profits ma our multi-national corporations. This also needs to be changed, because we want to emphasize and give strong impetus to the small businesses, the small manufacturers, who have been the traditional job creators in our country. Its a very simple, direct way to add at least two million top jobs by changing our tax code and pursuing a real energy policy, and that is what we had intended to do in the future."
What steps will you take to balance the federal budget and manage the national debt?,"The last four years has seen the biggest  nonstop increase in our national debt in the history of our country. In the last four years, the national debt has doubled. When Senator Mondale was Vice President  when I was Governor of Georgia, the national debt was about a third of what it is now. And this year, we face an interest charge on that national debt of over $200 billion. The  thats enough to run the Defense Department and the Housing Department and the Education Department and the Environmental Protection Agency all put together. I have stated a firm commitment and record in the past that its essential that we balance our budget by the end of the decade. This year, with no recession, no major unemployment increase at all, the Congressional budget office estimates that we will have a deficit close to $215 billion, which will be about $16 billion more than estimated just a few months ago. Despite that huge deficit, every private organization that computes the economic future of our country has shown a growth prediction for our economy in the future. The average is an increase in GNP of about $2500 for every American family. With that, inflation gone, interest rates down, we ought to have no trouble at all in balancing our budget. The old catch phrases have come up again under the Republicans; spending and the Congress is always blamed. The assertion that taxes always go up has also been used. But this year, the estimates, the Treasury Departments own estimates are that there will be no increase in tax revenue from any source in government  at all, this coming year. Under the Democrats in the last few years, by 1980  Im being cut off  I must say 13 seconds."
How will you ensure that all Americans have access to quality and affordable healthcare?,"You said that we  both of us dont support the National Health Insurance program wh  which  I do support the position that wh- that  if you will give the people of California the opportunity to have quality health care, Ill guarantee you that they will be able to bargain together to have lower costs."
How will your administration address the pressing challenges of environmental sustainability?,Do you find yourself truly on track to meet 53 percent by 2030 with current policies? Are you at the 50 percent that Governor Dukakis said hed be at by 1990? Are you truly on track to meet what you say?
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,Yes. Were being interfered with there. Fifteen percent is what Im allowed. And thats what Im gonna answer.
What reforms would you propose to improve the education system?,"Well, as you  as you must be an educator, because you challenged my statistics so rapidly. I wish I had it now. But the reason I quoted that is thats what was quoted to me by the local superintendent in the district I was in. I was in five different school districts that week. The important point is that the students themselves must have the opportunity to participate in the governance of their school. I also am an advocate of testing teachers. I have no complaints about teachers testing students. And I think that standardized tests for teachers who are going to be certified to teach is a valid procedure. I also believe that in the case of educational television and radio, thats a very worthwhile point. If you look at the high school kids who listen to the radio most, Jerry, thats not my kind of music. Its the so-called rock music. And in that type of music, educational programs are being arranged, are being spearheaded, and theyre more likely to listen to them if they come through the programming they like on the radio. But correcting the educational process in schools is one very minor part. Education is a very major element of my program. Let me just remind you that Im the first candidate in California to have released an economic plan in its entirety. In that address on education a week or so ago, I again emphasized the very high dropout rate in America, how it compares with Germany and Japan, whos about one in ten. Ours is one in five, approximately. And in the Hispanic and black families, its one in two. A second point is the inadequate teaching that goes on. A third point is correcting the fact of equal educational opportunity. In California, Im for Proposition 1, which would require equal expenditures per pupil for every school district in the state, despite local property taxes. Thats very important. And supplementary aid, as far as poverty areas and those with high minority groups, very important. The business community is more and more becoming aware of education and training. Less than 2 percent of our work force with less than an eighth grade education can read well enough to fill out a job application. This is the tip of the iceberg. Ninety percent of our future employment is going to require a high school education. Watching this, the business community themselves are starting to test their workers to make sure that they can read and write well enough. And the best-example that I know of best practices example is the Southland corporation, 7-Eleven. Theyve made voluntary efforts in this area, and their employees are much better educated, which hopefully they can move up in the company, they can get better jobs and so forth. So those are just hypothetical examples of how you would deal with deficiencies in the educational process. And its an important part of my economic program. And its one thing, one area of concern, that I have with the governors. The governors, as I recall, insisted, and Mr. Reagan has accepted their platform, that there be a moratorium on all new programs. To me, thats a rather moronic statement, to accept a moratorium on, one, things that you dont need to do anyway, and, secondly, on new programs that might be productive for the benefit of the country."
How will you restore trust in government and ensure transparency in your administration?,"I am very committed to keeping my commitments to the American people, and Im devoted to honesty and integrity in government. Ive found that in serving as governor of Georgia, to make major decisions on a statewide basis, I openly discuss these matters with the public. I take my proposed decisions, my nominees, my objectives, my proposed legislation, and I put it in the Georgia Gazette, that goes to every household. We invite the people to scrutinize what Ive put in there. I invite their comments, because if theres an error in my judgment or theres a better way to do it, almost all the time, Im shown to be inaccurate in my judgment or my information. And I learn from it and Im strengthened by it. I think this is a good opportunity for me to mention that my Republican opponent has asked for a series of debates. Im not afraid to engage in a debate with the Republican nominee for President in this campaign, and I welcome the opportunity to do so. I think it would be good for the American people and the-neutral moderator who is approved by both of us would be advantageous to- for the public to learn about the differences between me and Ronald Reagan. We will, I am confident, be working together in these debates and I hope we have at least two before the American people have to make their judgment as to who should be their President. "
What policies will you pursue to ensure equality and protect the rights of all Americans?,"I hear almost constantly from the people that I meet with that they want this separation\/ this division between the races to stop. And so I have also stressed the necessity for a continuing enforcement of the Civil Rights Law. This Justice Department is the most active Justice Department in enforcement of civil rights that weve ever had. The Fair Employment Commission under this administration has processed more  over a thousand complaints of discrimination in employment against minorities in this administration, under this Fair Employment Commission. We have convincingly demonstrated that through affirmative action and other procedures these statistics that have misled so many people can be altered. In the administration that I succeeded, 1974, 24 percent of all blacks who graduated from high school graduated  high school with a grade higher than their parents had. In 1977, the year I took office, that was only 14 percent. In 1976, in the national SAT examinations, blacks improved their scores 10 points, whereas whites score  unchanged. In 1977, a black who graduated with a university or college degree had a 10 point higher grade average than a white.  When I took office, the average salary of a black who worked for a living was 61 percent of that of a white. When I leave office it will be at least 74 percent. So we can do these things in an affirmative way  with the cooperation of everybody, without an antagonism between the races. And I, uh, I have  I will have and have had and also will have now and in the future a continuing strong commitment to a fair administration of civil rights in this country."
How will you lead the country through challenges and unite Americans with differing perspectives?,"We as a country will be able to transcend our problems. We face, in the coming years, the most awesome perils-challenges-which any nation has ever confronted. And we need a national commitment. We will have to craft a consensus among the American people. We will have to set aside the things that divide us now, and concentrate on that, which is most important. One-fourth of our population now lives in poverty. This is an abomination. Twenty-five percent of our people get 4 percent of our national income-while the richest 1 percent get twice as much, per income-tax return, as the poorest 50 percent put together. This is a demonstration that as wealth is concentrated, as power is concentrated, political power flows to the same kinds of people. And the voice, and the hope, and the inclusion of so many Americans single mothers and their children, black Americans, and brown Americans, and yellow Americans and the aged retirees on small fixed incomes-whom I hope I can represent in this campaign-are now excluded from a meaningful role in our country. This overwhelms us with a moral challenge. We have to fashion a consensus that brings the voices of all Americans alive."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","I dont see that I have to repeat myself on this. You asked me if I eviscerated the bill  the amendment that I offered in the House, and I said no. What I did is I took a bill that was put together by the  by the l- Los Angeles Chamber of Commerce. The Governor of California supported the bill. The U.S. Conference of Mayors supported the bill. The bill that I put together is a tough, tough bill on the issue of mandatory detention. Thats in the bill. The issue of economic necessity is there. We do during a labor dispute, for instance, if you have a dock workers strike and weve got Italian tomatoes, we dont have to apply that right to the employer. That is there. Theres no evisceration of the bill. Its a tough bill, but it was put together with input from state and local governments. I think thats what you need to do with immigration. If I might just add in my answer, I support the case of Guatemala and that statements that you referred to by the Nicaraguan families films that you referred to by the Nicaraguan families I supported those who were fleeing Honduras and Guatemala. I dont support those fleeing Nicaragua and thats what that statement said, and I stand by that."
How will you ensure equal opportunities for marginalized communities in our country?,"Well, first of all, Im  as I say, Im used to these one-minute responses and I can provide the answer that way. But if the Vice President would like to have another moment, thats fine with me."
Why do you believe you are fit to be the next leader of the United States of America?,"Im the only candidate on either side of this election campaign who has negotiated successfully with the soviet union at the highest level. Im the only leader whos been able to lose a war and still come back to keep this country secure and work on a long-range basis. Ive been in the Congress for a long time, as you know. I headed the National Governors Conference when I was a Governor. Ive been successful in every profession Ive ever had. And Im deeply committed, as this debate tonight demonstrates, to the needs and aspirations of my fellow countrymen. I care deeply about the American people. I have put and will continue to put my heart and soul into caring for them."
What is your overarching vision for the country?,"My vision is to have peace; to have prosperity; to have justice. I grew up in the South, Georgia, the land of cotton. And I saw, as I mentioned earlier on the air just now to President Ford, I saw much better days than what we have now in this country, and its because we dont have a commitment in our government from the President to the people to make our people live and move toward the idealism of the American dream. Its been a long distance since the rural south. I was born in a little tiny one-hoss town and but we have lost our way and this country can be better. It can be stronger, we can be at peace. My commitment to peace means that I dont wanna see this country dominant over other nations. I dont want us to be threatened by any other nation. I want us to be strong and be a powerful nation, but as a partner among all nations of the earth to keep  to keep the peace. This is my commitment Ive had since a little boy. I dont wanna see us drift farther down the road toward a war. And I believe that with a new commitment in our country toward justice, keeping our people free and maintaining the civil rights commitments that were made just 10 years ago. living up to our responsibilities with a strong nation protecting our independence and freedom, we can meet these challenges that lie ahead and restore a sense of unity and commitment once again among all the parts of our government and among the American people."
What is your plan to manage inflation and ensure economic stability?,"Well, first I dont think that you have to wait one to be inflation to destroy the economy. I think that this instance, as you just pointed out, Mrs. Smith, we have too much inflation right now. We are terribly behind in the management of this Economy. Weve got a hundred billion dollars in the foreign trade trade deficit weve got the highest inflation rate in the so-called Western countries. Its a disgrace to our country. We lost the confidence of the american people. And thats got to be restored. I think here its necessary  I dont think anybody says we gotta go to 12% inflation rate to destroy this economy. Weve proven just recently in 1979 and 1980 that it can be brought down in a 3- to 5- or 6% increase in the Gross National Product. I would work directly myself with the Congress of the US. In the past, Ive sat there for years with the um the Arab boycott; the uh grain embolus; with the oil embargo. Each time Ive brought together congressmen, senators, industry labor. Weve been able to get if not a perfect agreement, a sense of priority. And I uh would also take the 3000 participants in the last summit meeting between business labor and government and uh take what they have recommended and implement it. Weve got lots of industrial waste. Weve got 8000 factories that are idle. Those things uh can be quickly brought back into production. Um the major thing as you point out is the huge deficit Uh about $115 billion now. Its projected in the ten-year plan by the administration to be about $147 billion a year in 1987. That has a terrible impact . the tremendous load of money that has to be borrowed. The anti-inflation uh policies should c- concentrate against uh big banks and big business in opposition to the approach against the needs of working people. And also weve got uh prime interest rates now at 10 and a half and comparable to 12 and 12 and a half percent uh smaller loans. These uh all come together in a way that uh that will permit uh bring the cost of money down, the cost of government down, the export or the import burden down, and pressure on exports. Conservatively, uh I think we ought to have 3 uh to 4% uh uh increase in the gross uh national product growth and with that I think probably uh we could get inflation down uh below 4% around 3%, 2 5 percent. Now with that kind of approach, I think we could come up with at least one- one or 2% uh reduction in unemployment. The uh uh low rate of unemployment now puts a real hardship on labor working people, causes inflation cause it raises labor costs, and also places a hardship on tax- r- revenue which insists that expenses be cut, which has a further inflationary effect. That typi- approach, with uh hard work, with the wisdom we have in this country, tough negotiations, togetherness, I believe, we could achieve it. Keep uh grade inflation low, uh keep low taxation, and that would keep the cost of living down for an appropriate increase, if any, in the minimum wage. These things would help the poorest families in the country and in conjunction with that program, I think it could work."
How will you create jobs and reduce unemployment across the nation?,"Well, we have already committed ourselves to take those savings from the military and use it for two monorail systems on the West Coast  an all electric monorail system between San Diego and San Francisco and one in the Puget Sound area. We will probably use those same air buses from New Jersey to Washington. Also, we will expand, enormously, the Amtrak passenger rail service, which has, as you know, passenger cars on it, trucks on it, and maybe even some buses on them, with a modern competitive system involving the soft power, clean, safe, quiet power of rail, we think we can attract a tremendous number of trucking customers: truckers. That also will provide thousands of jobs."
What steps will you take to balance the federal budget and manage the national debt?,"Every president for the last twenty-five years has pledged to balance the budget and has only achieved that once. In order to achieve a balanced budget in future years wh youve got about a sixty-four billion dollars worth of cuts to make in this years spending plan, wh thats not going to happen. And Id be glad to give that list to you. Its like John Anderson whos running as an independent. He uses a proposal for a national sales tax, 10 percent whats called a value-added tax. That adds about fifty billion dollars to the federal budget. Thats not going to happen. He wants to get rid of subsidies. There are no subsidies. If there are, I want to know what they are. John Anderson wants to balance the budget without reducing military spending. He doesnt want to reduce benefits for social security recipients. None of those things are going to work. I dont know how you can do it, unless you did cut defense spending enormously, or you cut veterans benefits, or you drastically changed social security, or you eliminated Mediv or Medicaid. I mean Ive served as governor for four years. I know something about these tough choices. There are no easy ways to go, and Im committed to a balanced budget. My requirement is a balanced budget. I want it done without gimmicks, I want it to done without smoke and mirrors, and I want it done without somebody hiding a whole lot of money off-budget somewhere. I want a strong defense, I chaired Army appropriations and got whip votes for a balanced budget when I was the president of the senate. Ive got a record of that. But Im not going to go out and make pie-in-the-sky promises that I know cant be achieved under the circumstances in which we face ourselves."
How will you ensure that all Americans have access to quality and affordable healthcare?,"I am an absolute f  uh supporter of the public system in healthcare. To ve uh every American uh the opportunity for quality health care at uh at uh affordable uh uh costs. Uh now uh thats uh one uh system that uh I judge uh this Republican administration uh by. Theyve already been in office almost four years now and uh weve not had a comprehensive health plan developed. I uh in the first year in office if Im elected I will take the uh  uh the Congress in hand and f  uh submit a y  y comprehensive plan uh short of a national health insurance program that uh will uh uh let the American people have the uh  basic right in health care. To choose their own doctor, to choose the private hospital, to have uh  care that meets their needs. Uh  it has uh two basic responsibilities: one is the uh  uh  uh availability of uh comprehensive affordable health care for everybody, both uh rich and poor, it makes allowances for a lower uh  a  lower i  income level and i  enhances uh  uh the uh  payment of ah insurance and those in the uh  high uh  income brackets it gives them no tax free  uh uh uh allowances for uh  any health insurance payments. Ah second commitment is to uh-try to control the cost increases. This administration has been ah um  this administration has been uh fought  fighting uh  uh against uh proper health education and uh- uh  control of the costs. This is still  yet a fight ah  or an effort on my part that I believe is proper and necessary and Im sure the American people agree with me on that."
How will your administration address the pressing challenges of environmental sustainability?,"I live in a part of our land around the Great Blue Ridge Mountains, and the mountains of North Georgia, where the environment is still pure. We hope it will stay that way. Weve got to preserve our forests. Weve got to preserve our unpolluted rivers and streams. Our lakes have gotta stay clean. The purity of the air must be accomplished. Our estuaries and marshes must be preserved. Weve established a uh um wilderness preservation system, which is being expanded under our administration. Weve got about three thousand five hundred additional miles of the Appalachian Trail, uh Bush, when he was vice president, in thirty-seven different states, under the Heritage Conservation Act. Alaska Lands Act weve established a whole new wilderness area, the size of the state of South Carolina. These things must be protected. We dont have to protect the land, the land will protect itself if we keep our hands off, and this is a vital responsibility of every president. Whoever is elected in this election will be the first president since John Kennedy who has the authority uh to serve for two full terms in the election uh the presidency in the White House. And I realize that Ill be judged in the long uh historical viewpoint of uh the supreme leadership hand of our nation by what happens in these next three years. I plan to be out in the wilderness uh uh the mountains and the rivers and the lakes and the streams collaborating with the American people in the responsibility uh to preserve our land."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"A couple of years ago, a very prominent German said that the year 1970 was the outline of American history. We became a superpower. We became as strong as we are now in our defense forces, in our technological skills, and in our economy. We had money and a sense of influence in the world. And weve never let that slip away, except over the last few years. My own life and my administrations plans are dedicated to let the United States be strong and simple, so that we can keep  and exercise that strength in a way that makes patriotism for our country meaningful. The barring of the Soviets from those parts of the world that deal with us is an obvious necessity. The establishment of a national pride will stem from three different areas. One is the strength in our military forces and the constant upgrading. I dont mean fanciful weapons systems that dont work. A second area is that we be capable of dealing with emergencies diplomatically or internationally that occur in the world. A third area is the establishment and maintenance of a balanced economy, seized with a purpose. Now, in each of those areas, we are falling down short. On our national defense system, the Defense Department, Mr. James Schlesinger has only requested or only been given 2 percent of the strength that he requested. Our navy is the weakest that its ever been. Our air systems are antiquated. Our army and Marine Corps strength is the lowest it has been since 1939. Weve not been able to modernize and upgrade our military equipment. In our overseas dealings, weve recently seen the United States exercising, for the first time in 40 years, no influence at all on the part of the nation that was threatened by outside forces. At the Olympics this years, the American prestige sank to one of the lowest peaks that its been since 1933. And in our domestic affairs, weve got a weak dollar, weve got inflation, weve got uncertainty in the balance of payments, our international trade is sinking into a deficit position for the first time in two generations. In all of these respects, weve seen a crying need to let the United States have a renewed leadership role in the world. And thats not been done. We cant do everything. But we should certainly correct all of these deficiencies in American life, and we should maintain a commitment to the underprivileged, the employee displaced by robot, the associated people in other countries that have to be supported, and the unprivileged and the folks still caught in the grasp of colonialism or communism. Those commitments are always with us. But weve got to stop the drift. And one of my primary objectives is to restore the United States to a position of peaceful, strong, and sensitive leadership in the world."
What reforms would you propose to improve the education system?,"There are several things that I would like to do in education to improve it. That is very important, needed very much, in removing, for instance, the social promotion of students in the elementary and secondary schools, as President Carter did with the minimum competency tests. This is something the American public has called upon us to do. We could move very effectively and obtain and appropriate very strongly the funds needed for remediative education for those who fail, not for those who pass."
How will you restore trust in government and ensure transparency in your administration?,"Well first let me say what President Ford just said is correct, that the American people are very skeptical of governments. What the American people know is that Im not a millionaire like he is. I dont share the interests of the wealthy in our country. And if Im elected President, Ill work for the people as Ive done all this year, and Ill do it frankly, in an open and honest administration that will be unlike those in recent years. I intend to have a White House, unlike the previous Republican administrations, where people are welcome. I intend to publish a daily record of visitors, so that every day the American people will know who has been in our White House. I intend to hold news conferences regularly. I intend to answer the questions of the news reporters without their having to negotiate with the White House the day before the news conference. I intend to answer questions openly. I think the American people are basically fair-minded people. Theres no secrecy or conspiracy in our government. If the American people know, and theyre given the information, I think theyll make the right choice. I also intend to have a cabinet meeting at least once a month, fully open and discussed.  I want the press to be there, maybe television also, so that every public issue that arises will be debated in the open.  A good example is the pardon of Mr. Nixon. I think what has happened in the past made the American people cynical. President Ford, as he knows, did not have a chance to submit that pardon to a direct vote of our people in an election. I told him then, as I told the American people, that I thought it was the right thing to do. But I also had an open administration, and Ill answer all of the questions before the administration and perhaps even after I would get elected, and then let the American people make their own judgment with me. I just think that the openness is the key. Mr. Nixon made mistakes. Mr. Ford tried to do the right thing, I believe, in humouring a man who was a friend of his. But thats not an open government, and I believe that this kind of an approach will make a tremendous difference in the attitude of government. In the past, Mr. Nixon tried to make everything top secret. Mr. Ford was even secret in his pardon of Mr. Nixon. But my administration will be one of openness, and I think that the people will vote fairly."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Yes.  You may have noticed Im not speaking about equal rights for women and equal rights for minorities.  Im speaking about womens rights and minority rights.  We have had in this administration a quite considerable progress for minority groups and for women, and as a matter of fact the womens movement and African-American groups and the Hispanic groups have conducted themselves in a way that has brought to the surface natural differences between us, and this has been recognized. Im not being critical of the womens movement or the minority movement. Im saying we have to pick up and go beyond the point weve reached today if we expect to have a united country where everybody feels a full-fledged commitment by the Government to the equality of participation. I believe also that there is in exclusionary zoning a way that women, for instance, who have got jobs, and poor minority families with a minimum wage or little-a little bit more than that, can go to the suburbs where they can enjoy schools and clean air and a lower crime rate and a good place to raise children. This is also the case in school with educational opportunities and in job opportunities as well. Furthermore, we really must stop this incredible job discrimination against women, which is now even in the Federal Government, and of course total discrimination against mothers who are trying to get a fringe benefit for their families by going to work. I think we need affirmative action, to be finished with affirmative action. Many of these groups are still way behind and need that assistance to catch up."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Every president since Harry Truman has recognized that the conducting of American foreign policy has not only concerned itself with war and peace, but that it has been a means of bringing our country together. I have watched presidents do this when our nation was challenged from without or was bitterly torn from within. That edge[[?]] experienced because of high purpose has always cast its own glow on the presidencys leadership. American foreign policy under all of these presidents has been conducted in the light of the same basic objectives: To keep our nation strong. To keep our country united and at peace. To meet the challenges and meet the threats to our national security, to the welfare and health of our people, and to the advancement of our national ideals. But now we face a challenge from abroad or we are faced with the challenge of an alternative choice among ourselves. Should we regain that leadership in the democracies of this earth and among all nations of this earth with the exception of the Soviet Union? Or should we now follow a course that has been outlined by my opponent calling for a shrap[[?]] American withdrawal from trade, human rights, the environment, security, all of these into the confines of our own nation? I would prefer to see us have cooperation among the democracies, close consultation on technical and economic advances among ourselves, warm encouragement to those countries seeking the blessings of democracy and greater participation in government. Secret exchanges of the control of arms to at least know that our chances at warfare are less. But not down a less alert road leading to the South and to Asia and to North Africa, where we now have a vacuum for Soviet influence. What we are talking about then is a chance to strengthen America not only in economic strength but in the articulated ideals of our purpose as a people. No president has been successful who has not shared with the American people the knowledge, the challenges, the alternatives, the controversies, the open questions, so that when decisions are made they are made with the full knowledge of our country. And the challenge of the future is then formed together as one peoples, one nation, and we march forward to grasp the opportunities of the future with a commitment and a shared, bonded strength that is not possible in any other way."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","We have a very serious problem on our southern border with Mexico. In El Salvador, we have a country thats in real trouble. We have  60,000, maybe 70,000 people who have sought asylum and refuge in our country. This is different from any problem we have had in the past. These people are not going to be sent home when the situation in El Salvador is over with, nor should they be. We have a responsibility to work with that government and to work with our own foreign policy to settle that situation, to settle the situation in Nicaragua. And we have a responsibility to slow down the movement of those people up here, and weve worked at that. This president has sent arms and ammunition to El Salvador, these people have fought better, the situation has improved, were working at it, and, as I say, well continue to work at it. In addition to that, our border patrol is being improved. We need to give them the equipment, the tools to do the job. This president has increased their budget by about a hundred percent, not quite a hundred percent. I think it went from about 42 million to about 82 million. They just need the tools to do it. When we talk about immigration reform, however, what were talking about is we have some two to three million people here whove been here for seven, eight, ten years, some of them  25 years  illegally. Now, while we build the wall, or whatever we need to do to slow down the flow of people up here while we continue to do the job, we have to put these people on the path to legality. If we dont, were going to have something like 15 to 20 million people here illegally in the next 10 to 12 years, and well never be able to secure our borders. So we put them on the path to legality, then we build the wall. And when I say `the wall, now Im speaking metaphorically  its the toughness of the enforcement at the border. "
