,actor,dialogue,date,Party,word_count
2126,Reagan,"Yes, I had used  last resort would always be with me. If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted. I dont foresee those things happening, so I say with great confidence Im not going to go for a tax. With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there  had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust. All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.",1984-10-07,Republican,201
2136,Reagan,"Yes. With regard to Medicare, no, but its time for us to say that Medicare is in pretty much the same condition that Social Security was, and something is going to have to be done in the next several years to make it fiscally sound. And, no, I never proposed any $20 billion should come out of Medicare; I have proposed that the program we must treat with that particular problem. And maybe part of that problem is because during the 4 years of the Carter-Mondale administration medical costs in this country went up 87 percent.",1984-10-07,Republican,96
2141,Reagan,"Well, some of those facts and figures just dont stand up. Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here. It has begun to decline, but it is still going up. On the other hand, women heads of household  single women heads of household have  for the first time theres been a turndown in the rate of poverty for them. We have found also in our studies that in this increase in poverty, it all had to do with their private earnings. It had nothing to do with the transfer of payments from government by way of many programs. We are spending now 37 percent more on food for the hungry in all the various types of programs than was spent in 1980. Were spending a third more on all of the  well, all of the programs of human service. We have more people receiving food stamps than were ever receiving them before  2,300,000 more are receiving them  even though we took 850,000 off the food stamp rolls because they were making an income that was above anything that warranted their fellow citizens having to support them. We found people making 185 percent of the poverty level were getting government benefits. We have set a line at 130 percent so that we can direct that aid down to the truly needy. Some time ago, Mr. Mondale said something about education and college students and help of that kind. Half  one out of two of the full-time college students in the United States are receiving some form of Federal aid. But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans. We didnt think that was right. And so, we have set a standard that those loans and those grants are directed to the people who otherwise could not go to college, their family incomes were so low. So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have. 7.7 million elderly citizens who were living in the lowest 20 percent of earnings  7.7 million have moved up into another bracket since our administration took over, leaving only 5 million of the elderly in that bracket when there had been more than 13 million.",1984-10-07,Republican,415
2145,Reagan,"That had nothing to do with the other thing of talking about their needs or anything. I remember distinctly, I was segueing into another subject. I was talking about the things that have been accomplished, and that was referring to the revival of patriotism and optimism, the new spirit that were finding all over America. And it is a wonderful thing to see when you get out there among the people. So, that was the only place that that was used. I did avoid, Im afraid, in my previous answer, also, the idea of uneven, yes. There is no way that the recovery is even across the country, just as in the depths of the recession, there were some parts of the country that were worse off, but some that didnt even feel the pain of the recession. Were not going to rest and not going to be happy until every person in this country who wants a job can have one, until the recovery is complete across the country.",1984-10-07,Republican,170
2151,Reagan,"Yes. The connection thats been made again between the deficit and the interest rates  there is no connection between them. There is a connection between interest rates and inflation, but I would call to your attention that in 1981 while we were operating still on the Carter-Mondale budget that we inherited  that the interest rates came down from 21\1/2\, down toward the 12 or 13 figure. And while they were coming down, the deficits had started their great increase. They were going up. Now, if there was a connection I think that there would be a different parallel between deficits getting larger and interest rates going down. The interest rates are based on inflation. And right now I have to tell you I dont think there is any excuse for the interest rates being as high as they are because we have brought inflation down so low. I think it can only be that theyre anticipating or hope  expecting, not hoping, that maybe we dont have a control of inflation and its going to go back up again. Well, it isnt going to go back up. Were going to see that it doesnt. And I havent got time to answer with regard to the disabled.",1984-10-07,Republican,205
2160,Reagan,"Well, now, I have to start with a smile, since his kind words to me. Ill tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in 82. And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them. And why I think it is outrageous  first of all, it isnt true. But why it is outrageous is because, for political advantage, every time they do that, they scare millions of senior citizens who are totally dependent on Social Security, have no place else to turn. And they have to live and go to bed at night thinking, Is this true? Is someone going to take our check away from us and leave us destitute? And I dont think that that should be a part of political dialog.",1984-10-07,Republican,160
2164,Reagan,"Okay. All right. Now, Social Security, lets lay it to rest once and for all. I told you never would I do such a thing. But I tell you also now, Social Security has nothing to do with the deficit. Social Security is totally funded by the payroll tax levied on employer and employee. If you reduce the out-go of Social Security, that money would not go into the general fund to reduce a deficit. It would go into the Social Security Trust Fund. So, Social Security has nothing to do with balancing a budget or erasing or lowering the deficit. Now, again, to get to whether I am depending on magic, I think I have talked in straight economic terms about a program of recovery that I was told wouldnt work. And then, after it worked, I was told that lowering taxes would increase inflation. And none of these things happened. It is working, and were going to continue on that same line. As to what we might do, and find in further savings cuts, no, were not going to starve the hungry. But we have 2,478 specific recommendations from a commission of more than 2,000 business people in this country, through the Grace commission, that were studying right now  and weve already implemented 17 percent of them  that are recommendations as to how to make government more efficient, more economic.",1984-10-07,Republican,232
2166,Reagan,"Why the deficits are so much of a problem for him now, but that in 1976, when the deficit was $52 billion and everyone was panicking about that, he said, no, that he thought it ought to be bigger, because a bigger deficit would stimulate the economy and would help do away with unemployment. In 1979 he made similar statements, the same effect, that the deficits  there was nothing wrong with having deficits. Remember, there was a trillion dollars in debt before we got here. Thats got to be paid by our children and grandchildren, too, if we dont do it. And Im hoping we can start some payments on it before we get through here. Thats why I want another 4 years.",1984-10-07,Republican,123
2178,Reagan,"Four years ago, in similar circumstances to this, I asked you, the American people, a question. I asked: Are you better off than you were 4 years before? The answer to that obviously was no, and as the result, I was elected to this office and promised a new beginning. Now, maybe Im expected to ask that same question again. Im not going to, because I think that all of you  or not everyone, those people that are in those pockets of poverty and havent caught up, they couldnt answer the way I would want them to  but I think that most of the people in this country would say, yes, they are better off than they were 4 years ago. The question, I think, should be enlarged. Is America better off than it was 4 years ago? And I believe the answer to that has to also be yes. I promised a new beginning. So far, it is only a beginning. If the job were finished, I might have thought twice about seeking reelection for this job. But we now have an economy that, for the first time  well, lets put it this way: In the first half of 1980, gross national product was down a minus 3.7 percent. The first half of 84 its up 8\1/2\ percent. Productivity in the first half of 1980 was down a minus 2 percent. Today it is up a plus 4 percent. Personal earnings after taxes per capita have gone up almost $3,000 in these 4 years. In 1980  or 1979, a person with a fixed income of $8,000 was $500 above the poverty line, and this maybe explains why there are the numbers still in poverty. By 1980 that same person was $500 below the poverty line. We have restored much of our economy. With regard to business investment, it is higher than it has been since 1949. So, there seems to be no shortage of investment capital. We have, as I said, cut the taxes, but we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below. We believe that we had also promised that we would make our country more secure. Yes, we have an increase in the defense budget. But back then we had planes that couldnt fly for lack of spare parts or pilots. We had navy vessels that couldnt leave harbor because of lack of crew or, again, lack of spare parts. Today were well on our way to a 600-ship navy. We have 543 at present. We have  our military, the morale is high. I think the people should understand that two-thirds of the defense budget pays for pay and salary, or pay and pension. And then you add to that food and wardrobe, and all the other things, and you only have a small portion going for weapons. But I am determined that if ever our men are called on, they should have the best that we can provide in the manner of tools and weapons. There has been reference to expensive spare parts, hammers costing $500. Well, we are the ones who found those. I think weve given the American people back their spirit. I think theres an optimism in the land and a patriotism, and I think that were in a position once again to heed the words of Thomas Paine, who said: We have it in our power to begin the world over again.",1984-10-07,Republican,588
2523,Reagan,"No, but Im glad you asked that question, because I know its on many peoples minds. I have ordered an investigation. I know that the CIA is already going forward with one. We have a gentleman down in Nicaragua who is on contract to the CIA, advising  supposedly on military tactics  the contras. And he drew up this manual. It was turned over to the agency head of the CIA in Nicaragua to be printed. And a number of pages were excised by that agency head there, the man in charge, and he sent it on up here to CIA, where more pages were excised before it was printed. But some way or other, there were 12 of the original copies that got out down there and were not submitted for this printing process by the CIA. Now, those are the details as we have them. And as soon as we have an investigation and find out where any blame lies for the few that did not get excised or changed, we certainly are going to do something about that. Well take the proper action at the proper time. I was very interested to hear about Central America and our process down there, and I thought for a moment that instead of a debate I was going to find Mr. Mondale in complete agreement with what were doing, because the plan that he has outlined is the one weve been following for quite some time, including diplomatic processes throughout Central America and working closely with the Contadora group. So, I can only tell you about the manual  that were not in the habit of assigning guilt before there has been proper evidence produced and proof of that guilt. But if guilt is established, whoever is guilty we will treat with that situation then, and they will be removed.",1984-10-21,Republican,308
2525,Reagan,"Im afraid I misspoke when I said a CIA head in Nicaragua. Theres not someone there directing all of this activity. There are, as you know, CIA men stationed in other countries in the world and, certainly, in Central America. And so it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981, that we would have nothing to do with regard to political assassinations.",1984-10-21,Republican,90
2529,Reagan,"Yes. I have so many things there to respond to, Im going to pick out something you said earlier. Youve been all over the country repeating something that, I will admit, the press has also been repeating  that I believed that nuclear missiles could be fired and then called back. I never, ever conceived of such a thing. I never said any such thing. In a discussion of our strategic arms negotiations, I said that submarines carrying missiles and airplanes carrying missiles were more conventional-type weapons, not as destabilizing as the land-based missiles, and that they were also weapons that  or carriers  that if they were sent out and there was a change, you could call them back before they had launched their missiles.",1984-10-21,Republican,124
2532,Reagan,"I have said on a number of occasions exactly what I believe about the Soviet Union. I retract nothing that I have said. I believe that many of the things they have done are evil in any concept of morality that we have. But I also recognize that as the two great superpowers in the world, we have to live with each other. And I told Mr. Gromyko we dont like their system. They dont like ours. And were not going to change their system, and they sure better not try to change ours. But between us, we can either destroy the world or we can save it. And I suggested that, certainly, it was to their common interest, along with ours, to avoid a conflict and to attempt to save the world and remove the nuclear weapons. And I think that perhaps we established a little better understanding. I think that in dealing with the Soviet Union one has to be realistic. I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly. And the result was unilateral disarmament. We canceled the B  1 under the previous administration. What did we get for it? Nothing. The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will. And now we are putting up a defense of our own. And Ive made it very plain to them, we seek no superiority. We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us. Now, they claim theyre not. And I made it plain to them, were not. Theres been no change in my attitude at all. I just thought when I came into office it was time that there was some realistic talk to and about the Soviet Union. And we did get their attention.",1984-10-21,Republican,354
2534,Reagan,"Ah, well, now youve added a hypothetical there at the end, Mr. Kalb, about where we would send troops in to fight. I am not going to make the decision as to what the tactics could be, but obviously there are a number of areas in the world that are of importance to us. One is the Middle East, and that is of interest to the whole Western World and the industrialized nations, because of the great supply of energy upon which so many depend there. Our neighbors here in America are vital to us. Were working right now in trying to be of help in southern Africa with regard to the independence of Namibia and the removal of the Cuban surrogates, the thousands of them, from Angola. So, I can say there are a great many interests. I believe that we have a great interest in the Pacific Basin. That is where I think the future of the world lies. But I am not going to pick out one and, in advance, hypothetically say, Oh, yes, we would send troops there. I dont want to send troops any place.",1984-10-21,Republican,190
2544,Reagan,"Yes. Im not going to continue trying to respond to these repetitions of the falsehoods that have already been stated here. But with regard to whether Mr. Mondale would be strong, as he said he would be, I know that he has a commercial out where hes appearing on the deck of the Nimitz and watching the F  14s take off. And thats an image of strength  except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldnt have been any Nimitz to stand on  he was against it. [Laughter] He was against the F  14 fighter, he was against the M  1 tank, he was against the B  1 bomber, he wanted to cut the salary of all of the military, he wanted to bring home half of the American forces in Europe. And he has a record of weakness with regard to our national defense that is second to none.",1984-10-21,Republican,168
2546,Reagan,"Indeed, he was on that side virtually throughout all his years in the Senate. And he opposed even President Carter, when toward the end of his term President Carter wanted to increase the defense budget.",1984-10-21,Republican,35
2555,Reagan,"No, Morton, I dont agree to all of those things. First of all, when we and our allies  the Italians, the French, and the United Kingdom  went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government. But the first  pardon me  the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists. Israel could not be blamed for that. Those terrorists had been violating their northern border consistently, and Israel chased them all the way to there. Then we went in with the multinational force to help remove, and did remove, more than 13,000 of those terrorists from Lebanon. We departed. And then the Government of Lebanon asked us back in as a stabilizing force while they established a government and sought to get the foreign forces all the way out of Lebanon and that they could then take care of their own borders. And we were succeeding. We were there for the better part of a year. Our position happened to be at the airport. Oh, there were occasional snipings and sometimes some artillery fire, but we did not engage in conflict that was out of line with our mission. I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back. And this is what we did. We never initiated any kind of action; we defended ourselves there. But we were succeeding to the point that the Lebanese Government had been organized  if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan. We were succeeding, and that was why the terrorist acts began. There are forces there  and that includes Syria, in my mind  who dont want us to succeed, who dont want that kind of a peace with a dominant Lebanon, dominant over its own territory. And so, the terrorist acts began and led to the one great tragedy when they were killed in that suicide bombing of the building. Then the multilateral force withdrew for only one reason: We withdrew because we were no longer able to carry out the mission for which we had been sent in. But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them. And I have no apologies for our going on a peace mission.",1984-10-21,Republican,450
2557,Reagan,"Morton, no. I think theres a great difference between the Government of Iran threatening our diplomatic personnel, and there is a government that you can see and can put your hand on. In the terrorist situation, there are terrorist factions all over. In a recent 30-day period, 37 terrorist acts in 20 countries have been committed. The most recent has been the one in Brighton. In dealing with terrorists, yes, we want to retaliate, but only if we can put our finger on the people responsible and not endanger the lives of innocent civilians there in the various communities and in the city of Beirut where these terrorists are operating. I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem. And its going to take all the nations together, just as when we banded together we pretty much resolved the whole problem of skyjackings sometime ago. Well, the red light went on. I could have gone on forever.",1984-10-21,Republican,168
2561,Reagan,"Yes. First of all, Mr. Mondale should know that the President of the United States did not order the marines into that barracks. That was a command decision made by the commanders on the spot and based with what they thought was best for the men there. That is one. On the other things that youve just said about the terrorists, Im tempted to ask you what you would do. These are unidentified people, and after the bomb goes off, theyre blown to bits because they are suicidal individuals who think theyre going to go to paradise if they perpetrate such an act and lose their life in doing it. We are going to, as I say, were busy trying to find the centers where these operations stem from, and retaliation will be taken. But were not going to simply kill some people to say, Oh, look, we got even. We want to know when we retaliate that were retaliating with those who are responsible for the terrorist acts. And terrorist acts are such that our own United States Capitol in Washington has been bombed twice.",1984-10-21,Republican,186
2563,Reagan,"Not at all, Mr. Trewhitt, and I want you to know that also I will not make age an issue of this campaign. I am not going to exploit, for political purposes, my opponents youth and inexperience. [Laughter and applause] If I still have time, I might add, Mr. Trewhitt, I might add that it was Seneca or it was Cicero, I dont know which, that said, If it was not for the elders correcting the mistakes of the young, there would be no state. Mr. Trewhitt. Mr. President, Id like to head for the fence and try to catch that one before it goes over, but Ill go on to another question.",1984-10-21,Republican,113
2564,Reagan,"Yes, this had to do with our disarmament talks. And the whole controversy about land missiles came up because we thought that the strategic nuclear weapons, the most destabilizing are the land-based. You put your thumb on a button and somebody blows up 20 minutes later. So, we thought that it would be simpler to negotiate first with those. And then we made it plain, a second phase, take up the submarine-launched or the airborne missiles. But even after we gave in and said, All right, lets discuss it all, they walked away from the table. We didnt.",1984-10-21,Republican,98
2568,Reagan,"Yes. I know itll come as a surprise to Mr. Mondale, but I am in charge. And, as a matter of fact, we havent avoided arms control talks with the Soviet Union. Very early in my administration I proposed  and I think something that had never been proposed by any previous administration  I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10  and still have  better than a 10-to-1 advantage over the allies in Europe. When they protested that and suggested a smaller number, perhaps, I went along with that. The so-called negotiation that you said I walked out on was the so-called walk in the woods between one of our representatives and one of the Soviet Union, and it wasnt me that turned it down, the Soviet Union disavowed it.",1984-10-21,Republican,137
2577,Reagan,"Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly  and the bill that came out of the Senate. However, there were things added in in the House side that we felt made it less of a good bill; as a matter of fact, made it a bad bill. And in conference  we stayed with them in conference all the way to where even Senator Simpson did not want the bill in the manner in which it would come out of the conference committee. There were a number of things in there that weakened that bill. I cant go into detail about them here. But it is true our borders are out of control. It is also true that this has been a situation on our borders back through a number of administrations. And I supported this bill. I believe in the idea of amnesty for those who have put down roots and who have lived here even though sometime back they may have entered illegally. With regard to the employer sanctions, we must have that not only to ensure that we can identify the illegal aliens, but also, while some keep protesting about what it would do to employers, there is another employer that we shouldnt be so concerned about, and these are employers down through the years who have encouraged the illegal entry into this country because they then hire these individuals and hire them at starvation wages and with none of the benefits that we think are normal and natural for workers in our country, and the individuals cant complain because of their illegal status. We dont think that those people should be allowed to continue operating free. And this was why the provisions that we had in with regard to sanctions, and so forth  and Im going to do everything I can, and all of us in the administration are, to join in again when Congress is back at it to get an immigration bill that will give us, once again, control of our borders. And with regard to friendship below the border and with the countries down there, yes, no administration that I know has established the relationship that we have with our Latin friends. But as long as they have an economy that leaves so many people in dire poverty and unemployment, they are going to seek that employment across our borders. And we work with those other countries.",1984-10-21,Republican,405
2579,Reagan,"No. As a matter of fact, the population explosion, if you look at the actual figures, has been vastly exaggerated  over exaggerated. As a matter of fact, there are some pretty scientific and solid figures about how much space there still is in the world and how many more people we can have. Its almost like going back to the Malthusian theory, when even then they were saying that everyone would starve with the limited population they had then. But the problem of population growth is one, here, with regard to our immigration. And we have been the safety valve, whether we wanted to or not, with the illegal entry here, in Mexico, where their population is increasing and they dont have an economy that can absorb them and provide the jobs. And this is what were trying to work out, not only to protect our own borders but to have some kind of fairness and recognition of that problem.",1984-10-21,Republican,160
2583,Reagan,"Well, my rebuttal is Ive heard the national debt blamed for a lot of things, but not for illegal immigration across our border  [laughter]  and it has nothing to do with it.",1984-10-21,Republican,32
2586,Reagan,"Mr. Kalb, I think what has been hailed as something Im supposedly, as President, discussing as principle is the recall of just some philosophical discussions with people who are interested in the same things; and that is the prophecies down through the years, the biblical prophecies of what would portend the coming of Armageddon, and so forth, and the fact that a number of theologians for the last decade or more have believed that this was true, that the prophecies are coming together that portend that. But no one knows whether Armageddon, those prophecies mean that Armageddon is a thousand years away or day after tomorrow. So, I have never seriously warned and said we must plan according to Armageddon. Now, with regard to having to say whether we would try to survive in the event of a nuclear war, of course we would. But let me also point out that to several parliaments around the world, in Europe and in Asia, I have made a statement to each one of them, and Ill repeat it here: A nuclear war cannot be won and must never be fought. And that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage.",1984-10-21,Republican,222
2588,Reagan,"Why not? What if we did  and I hope we can; were still researching  what if we come up with a weapon that renders those missiles obsolete? There has never been a weapon invented in the history of man that has not led to a defensive, a counterweapon. But suppose we came up with that? Now, some people have said, Ah, that would make war imminent, because they would think that we could launch a first strike because we could defend against the enemy. But why not do what I have offered to do and asked the Soviet Union to do? Say, Look, heres what we can do. Well even give it to you. Now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat? I think that would be the greatest use of a defensive weapon.",1984-10-21,Republican,153
2596,Reagan,"Yes, my rebuttal, once again, is that this invention that has just been created here of how I would go about rolling over for the Soviet Union  no, Mr. Mondale, my idea would be with that defensive weapon that we would sit down with them and then say, Now, are you willing to join us? Heres what we  give them a demonstration and then say  Heres what we can do. Now, if youre willing to join us in getting rid of all the nuclear weapons in the world, then well give you this one, so that we would both know that no one can cheat; that were both got something that if anyone tries to cheat . . . . But when you keep star-warring it  I never suggested where the weapons should be or what kind; Im not a scientist. I said, and the Joint Chiefs of Staff agreed with me, that it was time for us to turn our research ability to seeing if we could not find this kind of defensive weapon. And suddenly somebody says, Oh, its got to be up there, and its Star Wars, and so forth. I dont know what it would be, but if we can come up with one, I think the world will be better off.",1984-10-21,Republican,216
2605,Reagan,"Morton, I did criticize the President because of our undercutting of what was a stalwart ally  the Shah of Iran. And I am not at all convinced that he was that far out of line with his people or that they wanted that to happen. The Shah had done our bidding and carried our load in the Middle East for quite some time, and I did think that it was a blot on our record that we let him down. Have things gotten better? The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners  things of that kind. But we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions. The matter of Somoza  no, I never defended Somoza. And, as a matter of fact, the previous administration stood by and so did I  not that I could have done anything in my position at that time  but for this revolution to take place. And the promise of the revolution was democracy, human rights, free labor unions, free press. And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution. Many of them are now the contras. They exiled some, they jailed some, they murdered some. And they installed a Marxist-Leninist totalitarian government. And what I have to say about this is, many times  and this has to do with the Philippines, also, I know there are things there in the Philippines that do not look good to us from the standpoint right now of democratic rights, but what is the alternative? It is a large Communist movement to take over the Philippines. They have been our friend since their inception as a nation. And I think that weve had enough of a record of letting  under the guise of revolution  someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative. And I think that were better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific.",1984-10-21,Republican,397
2607,Reagan,"Well, as I say, we have to look at what an overthrow there would mean and what the government would be that would follow. And there is every evidence, every indication that that government would be hostile to the United States. And that would be a severe blow to our abilities there in the Pacific.",1984-10-21,Republican,55
2612,Reagan,"Well, the invasion of Afghanistan didnt take place on our watch. I have described what has happened in Iran, and we werent here then either. I dont think that our record of human rights can be assailed. I think that we have observed, ourselves, and have done our best to see that human rights are extended throughout the world. Mr. Mondale has recently announced a plan of his to get the democracies together and to work with the whole world to turn to democracy. And I was glad to hear him say that, because thats what weve been doing ever since I announced to the British Parliament that I thought we should do this. Human rights are not advanced when, at the same time, you then stand back and say, Whoops, we didnt know the gun was loaded, and you have another totalitarian power on your hands.",1984-10-21,Republican,147
2615,Reagan,"Well, I cant say that I have roundtabled that and sat down with the Chiefs of Staff, but I have said that it seems to me that this could be a logical step in what is my ultimate goal, my ultimate dream, and that is the elimination of nuclear weapons in the world. And it seems to me that this could be an adjunct, or certainly a great assisting agent in getting that done. I am not going to roll over, as Mr. Mondale suggests, and give them something that could turn around and be used against us. But I think its a very interesting proposal, to see if we can find, first of all, something that renders those weapons obsolete, incapable of their mission. But Mr. Mondale seems to approve MAD  MAD is mutual assured destruction  meaning, if you use nuclear weapons on us, the only thing we have to keep you from doing it is that well kill as many people of yours as youll kill of ours. I think that to do everything we can to find, as I say, something that would destroy weapons and not humans is a great step forward in human rights.",1984-10-21,Republican,199
2620,Reagan,"Yes. My thanks to the League of Women Voters, to the panelists, the moderator, and to the people of Kansas City for their warm hospitality and greeting. I think the American people tonight have much to be grateful for  an economic recovery that has become expansion, freedom and, most of all, we are at peace. I am grateful for the chance to reaffirm my commitment to reduce nuclear weapons and, one day, to eliminate them entirely. We shouldnt be dwelling on the past, or even the present. The meaning of this election is the future and whether were going to grow and provide the jobs and the opportunities for all Americans and that they need. Several years ago, I was given an assignment to write a letter. It was to go into a time capsule and would be read in 100 years when that time capsule was opened. I remember driving down the California coast one day. My mind was full of what I was going to put in that letter about the problems and the issues that confront us in our time and what we did about them. But I couldnt completely neglect the beauty around me  the Pacific out there on one side of the highway, shining in the sunlight, the mountains of the coast range rising on the other side. And I found myself wondering what it would be like for someone  wondering if someone 100 years from now would be driving down that highway, and if they would see the same thing. And with that thought, I realized what a job I had with that letter. I would be writing a letter to people who know everything there is to know about us. We know nothing about them. They would know all about our problems. They would know how we solved them, and whether our solution was beneficial to them down through the years or whether it hurt them. They would also know that we lived in a world with terrible weapons, nuclear weapons of terrible destructive power, aimed at each other, capable of crossing the ocean in a matter of minutes and destroying civilization as we knew it. And then I thought to myself, what are they going to say about us, what are those people 100 years from now going to think? They will know whether we used those weapons or not. Well, what they will say about us 100 years from now depends on how we keep our rendezvous with destiny. Will we do the things that we know must be done and know that one day, down in history 100 years or perhaps before, someone will say, Thank God for those people back in the 1980s for preserving our freedom, for saving for us this blessed planet called Earth, with all its grandeur and its beauty. You know, I am grateful to all of you for giving me the opportunity to serve you for these 4 years, and I seek reelection because I want more than anything else to try to complete the new beginning that we charted 4 years ago. George Bush, who I think is one of the finest Vice Presidents this country has ever had  George Bush and I have crisscrossed the country, and weve had, in these last few months, a wonderful experience. We have met young America. We have met your sons and daughters.",1984-10-21,Republican,567
4902,Mr. Ford,"Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have. Which means, of course, that uh  we will have to maintain an adequate military capability  which means, of course, that we will have to add a uh  I think uh  a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces  adequate conventional forces. I think the American people will be called upon to uh  uh  be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific. The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically. I dont think that uh  America can go on a big spending spree with a whole lot of new programs uh  that would add significantly to the federal budget. I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people. And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh  four years.",1976-10-22,Republican,286
4904,Mr. Ford,"Surely, surely, overlapping. Doesnt your policy really imply that were going to have a fairly high rate of unemployment over a fairly long time, that growth is gonna be fairly slow, and that were not gonna be able to do much  very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that.",1976-10-22,Republican,75
4906,Mr. Ford,"No, Mr. Kraft, were spending very significant amounts of money now, some $200 billion a year, almost 50 percent of our total federal expenditure uh  by the federal government at the present time for human needs. Now we will probably need to increase that to same extent. But we dont have to have  growth in spending that will blow the lid off and add to the problems of inflation. I believe we can meet the problems within the cities of this country and still uh  give a tax reduction. I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars. With the fiscal program that I have, and if you look at the projections, it shows that we will reduce unemployment, that we will continue to win the battle against inflation, and at the same time give the kind of quality of life that I believe is possible in America. Uh  a job, a home for all those thatll work and save for it, uh  safety in the streets, uh  health that is a  health care that is affordable. These things can be done if we have the right vision and the right restraint and the right leadership.",1976-10-22,Republican,208
4913,Mr. Ford,"I believe that the uh  American people have been turned off in this election, uh  Mr. Maynard, for a variety of reasons. We have seen on Capitol Hill, in the Congress, uh  a great many uh  allegations of wrong-doing, of uh  alleged immorality, uh  those are very disturbing to the American people. They wonder how an elected representative uh  can serve them and participate in such activities uh  serving in the Congress of the United States. Yes, and Im certain many, many Americans were turned off by the revelations of Watergate, a very, very uh  bad period of time in American political history. Yes, and thousands, maybe millions of Americans were turned off because of the uh  problems that came out of our involvement in Vietnam. But on the other hand, I found on July fourth of this year, a new spirit born in America. We were celebrating our Bicentennial; and I find that uh  there is a  a movement as I travel around the country of greater interest in this campaign. Now, like uh  any hardworking uh  person seeking public office uh  in the campaign, inevitably sometimes you will use uh  rather graphic language and Im guilty of that just like I think most others in the political arena. But I do make a pledge that in the next ten days when were asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh  we do together what we can to stimulate voter participation.",1976-10-22,Republican,267
