,actor,dialogue,date,Party,word_count,gpt_4_mini_question
131,Mr. Carter,"While I was governor of Georgia, although Im not a lawyer, we had complete reform of the Georgia court system. We uh  streamlined the structure of the court, put in administrative officers, put a unified court system in, required that all uh  severe sentences be reviewed far uniformity. And, in addition to that put forward a proposal that was adopted and used throughout my own term of office of selection of  for all judges and district attorneys or prosecuting attorneys, on the basis of merit. Every time I had a vacancy on the Georgia Supreme Court  and I filled five of those vacancies out of seven total and about half the court of appeals judges, about 35 percent of the trial judges  I was given from an objective panel the five most highly qualified persons in Georgia. And from those five, I always chose the first one or second one. So merit selection of judges is the most important single criterion. And I would institute the same kind of procedure as president, not only in judicial appointments, but also in diplomatic appointments. Secondly, I think that the Burger Court has fairly well confirmed the major and  and most far-reaching and most controversial decisions of the Warren Court. Civil rights  uh has been confirmed by the Burger Court, hasnt been uh  reversed, and I dont think theres any inclination to reverse those basic decisions. The one-man, one-vote rule, which is a very important one that uh  s- struck down the unwarranted influence in the legislature of parsley  uh populated areas of  of the states. The uh  right of indigent or very poor accused persons to uh  legal counsel. Uh  I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court. Also the  the protection of an arrested person against unwarranted persecution in trying to get a false uh  confession. But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty. And I think that in that case uh  some of the more liberal uh  members of the uh  so-called Warren Court agreed with those decisions. But the only uh  thing I uh  have pointed out was, what Ive just said, and that there was a need to clarify the technicalities so that you couldnt be forced to release a person who was obviously guilty just because of a  of a small technicality in the law. And  and thats a reversal of position uh by the Burger Court with which I do agree.",1976-10-22,Democrat,436,"What specific reforms did you implement in the judicial system during your time as governor, and how do you believe those experiences would influence your approach to judicial appointments if elected president?"
132,Mr. Carter,"Okay, I thought I answered it by saying that it would be on the basis of merit. Once the uh  search and analysis procedure had been completed, and once Im given a list of the five or seven or ten uh  best qualified persons in the country, I would make a selection from among those uh  persons. If the uh  list was, uh  in my opinion, fairly uniform, if there was no outstanding person, then I would undoubtedly choose someone who would most accurately reflect my own basic politi- political philosophy as best I could determine it. Which would be uh  to continue the progress that has been made under the last two uh  courts  the Warren Court and the Burger Court. I would also like to uh  completely revise our criminal justice system  to do some of the things at the federal level in court reform that Ive just described, as has been done in Georgia and other states. And then I would like to appoint people who would be interested in helping with that. I know that uh Chief Justice Burger is. He hasnt had help from the administration, from the Congress, to carry this out. The uh  emphasis, I think, of the  of the court system uh  should be to interpret the uh  the Constitution and the laws uh  equally between property protection and personal protection. But when theres uh  a very narrow decision  which quite often theres one that reaches the Supreme Court  I think the choice should be with human rights. And uh  that would be another factor that I would follow.",1976-10-22,Democrat,267,"What criteria will you use to select candidates for the Supreme Court, and how will those choices reflect your judicial philosophy?"
133,Mr. Carter,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. Weve got seven and a half million people out of jobs. Since hes been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, weve had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that Ive seen in the polls is that people feel that you cant plan anymore. Theres no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration  Nixons and Fords  weve had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts  he compares the housing starts with last year. I dont blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. Thats thirty-five years. And weve got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasnt done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. Well never have a balanced budget, well never meet the needs of our people, well never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And weve probably got two and a half more million people who are not looking for jobs any more, because theyve given up hope. That is a very serious indictment of this administration. Its probably the worst one of all.",1976-10-22,Democrat,399,"What is your assessment of the current administration's handling of unemployment and inflation, and how do you believe it has affected American families?"
134,Mr. Carter,"Well, thats not exactly an accurate description of what happened. When I was that far ahead, it was immediately following the Democratic Convention, and before the Republican Convention. At that time, uh  25 or 30 percent of the Reagan supporters said that they would not support President Ford. But as occurred at the end of the con- Democratic Convention, the Republican Party unified itself. And I think immediately following the Republican Convention, there was about a ten-point spread. I believe that to be accurate, I had 49 percent; President Ford, 39 percent. Uh  the polls uh  are good indications of fluctuations, but they vary widely one from another. And the only poll Ive ever followed is the one that uh  you know, is taken on election day. I was in uh  thirty primaries in the spring, and uh  at first it was obvious that I didnt have any standing in the poll. As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didnt put my name on the list. They had thirty-five people on the list. My name wasnt even there. And at the beginning of the year I had about 2 percent. So the polls to me are interesting, but they dont determine, you know, my hopes or  or my despair. I campaign among people. Ive never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around  hundreds of thousands around the country who actively campaign for me. In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh  in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia. Thats an overwhelming support from my own people who know me best. And today, we have about five hundred Georgians at their own expense  just working people who believe in me  spread around the country uh  involved in the political campaign. So, the polls are interesting, but uh  I dont know how to explain the fluctuation. I think a lot of it uh  depends on current events  uh  sometimes foreign affairs, sometimes domestic affairs. But I think our hold uh  of support among those who uh  are crucial to the election has been fairly steady. And my success in the primary season was, I think, notable for a newcomer, from someone whos from outside Washington, who  who never has been a part of the Washington establishment. And I think that well have good results uh  on November the second for myself and I hope for the country.",1976-10-22,Democrat,440,How do you view the reliability of polls in your campaign compared to the on-the-ground support you've experienced from your constituents?
135,Mr. Carter,"Thank you Barbara (barely audible). The major purpose of an election for president is to choose a leader. Someone who can analyze the depths of feeling in our country to set a standard for our people to follow, to inspire our people to reach for greatness, to correct our defects, to answer difficult questions, to bind ourselves together in a spirit of unity. I dont believe the present administration has done that. We have been discouraged and weve been alienated. Sometimes weve been embarrassed and sometimes weve been ashamed. Our people are out of work, and theres a sense of withdrawal. But our country is innately very strong. Mr. Ford is a good and decent man, but hes in  been in office now more than eight hundred days approaching almost as long as John Kennedy was in office. Id like to ask the American people what, whats been accomplished. A lot remains to be done. My own background is different from his. I was a school board member, and a library board member. I served an a hospital authority. And I was in the state senate and I was governor and Im an engineer, a Naval officer, a farmer, a businessman. And I believe we require someone who can work harmoniously with the Congress, who can work closely with the people of this country, and who can bring a new image and a new spirit to Washington. Our tax structure is a disgrace, it needs to be reformed. I was Governor of Georgia for four years. We never increased sales taxes or income tax or property tax. As a matter of fact, the year before I went out of office we gave a $50 million refund to the property taxpayers of Georgia. We spend six hundred dollars per person in this country  every man, woman and child  for health care. We still rank fifteenth among all the nations of the world in infant mortality. And our cancer rate is uh  higher than any country in the world. We dont have good health care. We could have it. Employment ought to be restored to our people. Weve become almost a welfare state. We spend now 700 percent more on unemployment compensation than we did eight years ago when the Republicans took over the White House. Our people wanna go back to work. Our education system can be improved. Secrecy ought to be stripped away from government and a maximum of personal privacy ought to be maintained. Our housing programs have uh  gone bad. It used to be that the average  uh family could own a house. But now less than a third of our people can afford to buy their own homes. The budget was more grossly out of balance last year than ever before in the history of our country  $65 billion  primarily because our people are not at work. Inflation is robbing us, as weve already discussed, and the government bureaucracy is uh  just a horrible mess. This doesnt have to be. Now I dont know all the answers. Nobody could. But I do know that if the president of the United States and the Congress of the United States and the people of the United States said, I believe our nation is greater than what we are now. I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things. We might have to do it slowly. There are no magic answers to do it. But I believe together we can make great progress. We can correct our difficult mistakes and answer those very tough questions. I believe in the greatness of our country, and I believe the American people are ready for a change in Washington. Weve been drifting too long. Weve been dormant too long. Weve been discouraged too long. And we have not set an example for our own people. But I believe that we can now establish in the White House a good relationship with Congress, a good relationship with our people, set very high goals for our country. And with inspiration and hard work we can achieve great things. And let the world know  thats very important. But more importantly, let the people in our own country realize that we still live in the greatest nation on earth. Thank you very much.",1976-10-22,Democrat,753,"What do you believe is the primary role of a president in addressing the challenges currently facing our nation, and how would you approach fostering unity and progress?"
136,Mr. Carter,"Yes. First of all is to recognize a tremendous economic strength in this country and to set the putting to  back to work of our people as a top priority. This is uh  an effort that ought to be done primarily by strong leadership in the White House, the inspiration of our people, the tapping of uh  business, agriculture, industry, labor and government at all levels to work on this uh project. Well never have uh  an end to the inflationary spiral, and well never have a balanced budget until we get our people back to work. There are several things that can be done specifically that are not now being done. First of all, to channel research and development funds into areas that will provide uh large numbers of jobs. Secondly, we need to have a commitment in the uh private sector uh  to cooperate with government in matters like housing. Here a very small investment of taxpayers money  in the housing field can bring large numbers of extra jobs, and the guarantee of mortgage loans, and the uh  putting forward of uh  two-0-two programs for housing for older people and so forth to cut down the roughly 20 percent unemployment that now exists in the  in the construction industry. Another thing is to deal with our  uh needs in the central cities, where the unemployment rate is extremely high: sometimes among minority groups, or those who dont speak English, or whore black, or young people, or  40 percent of the employment. Here a CCC type program would be appropriate to channel money into the ah  cha- in  in into the sharing with the private sector and also local and state governments to employ young people who are now out of work. Another very important  uh aspect of our  uh economy would be to increase production in every way possible, uh to hold down  uh taxes on individuals, and to uh shift the tax burdens onto those who have avoided paying taxes in the past. These uh  kinds of specific things, uh none of which are being done now, would be a great help in  in reducing uh unemployment. There is uh  uh an additional factor that needs to be done and covered very  very succinctly, and that is, to make sure that we have a good relationship between management  business on the one hand, and labor, on the other. In a > Transfer interrupted! ery high, we might channel specific uh targeted job  job  uh opportunities by paying part of the salary of unemployed people  uh and also sharing with uh  local governments the uh  payment of salaries which would uh  let us cut down the unemployment rate much lower, before we hit the inflationary level. But I believe that by the end of the first four years of uh  of the next term we could have the unemployment down to 3 percent adult unemployment, which is about uh  4 to 4 and a half percent overall uh controlled inflation rate and have a uh balance of growth of about  uh 4 to 6 percent, around 5 percent which would give us a balanced budget.",1976-09-23,Democrat,527,What specific strategies do you believe are most effective for reducing unemployment and fostering economic growth in the current environment?
137,Mr. Carter,"Yes, in unemployment that is likely to create additional pressure on prices, how willing are you to consider an incomes policy, in other words, wage and price controls?",1976-09-23,Democrat,28,"How do you view the relationship between unemployment levels and inflation, and what specific measures would you consider to address potential price pressures in the economy?"
138,Mr. Carter,"Well  we now have such uh  a low utilization of uh  our productive capacity  uh about 73 percent; I think its about the lowest since the Great Depression years  and such a high unemployment rate now  uh 7.9 percent  that  uh we have a long way to go in getting people to work before we have the inflationary pressures. And I think this would uh  this would be uh easy to accomplish, to get jobs down, without having strong in- inflationary pressures that  that would be necessary. I would not favor the uh  payment of uh  of a given fixed income to people unless they are not able to work. But with tax incentives for the low-income groups we could build up their uh  income levels uh  above the poverty level and not uh make welfare more uh  profitable than  than work.",1976-09-23,Democrat,142,"What specific strategies would you propose to address the current low utilization of productive capacity and high unemployment rate, while also ensuring that work remains a viable option for those who are able?"
139,Mr. Carter,"Well, Mr. Ford is  is uh changing uh considerably his previous philosophy. The present tax structure is a disgrace to this country; its just a welfare program for the rich. As a matter of fact, uh  25 percent of the total tax deductions, go for only 1 percent of the richest people in this country, and over 50 percent of the tax uh credits go for the 14 percent of the richest people in this country. When Mr. Ford first became president in  in August of 1974, the first thing he did in  in October was to ask for a $4.7 billion increase in taxes on our people in the midst of the heaviest recession, since uh  since the great depression of nineteen uh  of the 1940s. In uh  January of 1975 he asked for a tax change: a $5.6 billion increase on low-and-middle-income private individuals, a six and a half billion dollar decrease on the corporations and the special interests. In uh  December of uh  1975 he vetoed the roughly 18 to 20 billion dollar uh tax-reduction bill that had been passed by the Congress, and then he came back later on in January of this year and he did advocate a $10 billion tax reduction, but it would be offset by a $6 billion increase this coming January in deductions for Social Security payments and for unemployment compensation. The whole philosophy of the Republican party, including uh  my opponent, has been to pile on taxes on low-income people to take em off on the corporations. As a matter fact, in  sin- since the late sixties when Mr. Nixon took office, weve had a reduction in uh  in the percentage of taxes paid by corporations from 30 percent down to about 20 percent. Weve had an increase in taxes paid by individuals, payroll taxes, from14 Percent up to 20 percent. And this is what the Republicans have done to us. And this is why a tax reform is so important.",1976-09-23,Democrat,331,"What are your views on the current tax structure, and how do you believe it impacts different income levels in the country?"
140,Mr. Carter,"Well, as a matter of fact there is. If we assume the ah  uh  a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the  the  the  uh wa uh  Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent  under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does  my economic projections, I think confirmed by the House uh  and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year 81 which will be the last year of this next term. Within that sixty-billion dollars increase there would be fit the programs that I promised the American people. I might say too, that  that if we see that these goals cannot be reached  and I believe theyre reasonable goals  then I would cut back on the rate of implement- implementation of new programs in order to accommodate a balanced budget by fiscal year 81 which is the last year of the next term. I believe that we ought to have a balanced budget during normal economic circumstances. And uh  these projections have been very carefully made. I stand behind them. And if they should be in error slightly on the down side, then Ill phase in the programs that weve uh  advocated, more slowly.",1976-09-23,Democrat,265,"What specific economic goals do you believe are achievable during your presidency, and how do you plan to balance program funding with the need for a balanced budget?"
141,Mr. Carter,"Well, the uh  the assumption that  that you uh  have described as different is in the rate of growth of our economy.",1976-09-23,Democrat,22,What is your perspective on the current rate of economic growth and how it differs from past trends?
142,Mr. Carter,"I believe that its accurate to say that  that the  that the committees to whom you refer with the  the employment that you uh  state, and with the 5 to 5 and a half percent growth rate in our economy, that the uh  projections would be a uh  a $60 billion increase in the amount of money that wed have to spend in l981 compared to now. And uh  with that uh  in that framework would befit the  any improvements in the programs. Now this does not include uh  any uh  uh extra control over uh unnecessary spending, the weeding out of obsolete or obsolescent programs. Uh  well have uh  a safety version built in with complete reorganization of the executive branch of government which I am pledged to do. The present bureaucratic structure of the  of the Federal Government is a mess. And if Im elected president thats gonna be a top priority of mine to completely revise the structure of the federal government, to make it economical, efficient, purposeful and manageable for a change. And also, Im going to institute zero-based budgeting which I used four years in Georgia, which uh  assesses every program every year, and eliminates those programs that are obsolete or obsolescent. But with these projections, we will have a balanced budget by fiscal year 1981, if Im elected president. Keep my promises to the American people. And its just predicated on very modest, but I think accurate, projections of employment increases and uh  a growth in our national economy equal to what was experienced under Kennedy, Johnson, before the Vietnam War.",1976-09-23,Democrat,267,What specific reforms and strategies do you plan to implement to ensure economic growth and a balanced budget during your presidency?
143,Mr. Carter,"Well I think its uh very difficult for President Ford to uh  explain the difference between the pardon of President Nixon and  and uh  his attitude toward those who violated the draft laws. As a matter of fact  now- I dont advocate amnesty; I advocate pardon. Theres a difference in my opinion  uh and in accordance with the ruling of the Supreme Court and accordance with the definition in the dictionary. Amnesty means that  that you uh  that what you did was right. Pardon means that what you did, whether its right or wrong, youre forgiven for it. And I do advocate a pardon for  for draft evaders. I think its accurate to say that in uh  two years ago when Mr. Nixon  Mr. Ford put in this uh amnesty that three times as many deserters were uh  excused as were  as were the uh  the ones who evaded the draft. But I think that now is the time to heal our country after the Vietnam War and I think that what the people are concerned about is not the  uh pardon or the amnesty of uh  those who evaded the draft, but  but whether or not our crime system is  is fair. Weve got a  a sharp distinction drawn between white collar crime  the  the  the big shots who are rich, who are influential uh very seldom go to jail; those who are poor and  and who have uh no influence  uh quite often are the ones who are punished. And  and the whole uh subject of crime is one that concerns our people very much, and I believe that the fairness of it is  is what  uh  is a  is a major problem that addresses our  our leader and this is something that hasnt been addressed adequately by  by this administration. But I  I hope to have a complete uh responsibility on my shoulders to help bring about a  a fair uh  criminal justice system and also to  to bring about uh  an end to the  to the divise- divisiveness that has occurred in our country uh as a result of the Vietnam War.",1976-09-23,Democrat,356,What are your thoughts on the differences between pardoning individuals who evaded the draft and the amnesty policies implemented by President Ford concerning Vietnam-era draft dodgers?
144,Mr. Carter,"Well, Ive been through this before, Mr. Gannon, as the governor of Georgia. When I took aver we had uh a bureaucratic mess, like we have in Washington now, and we had three hundred agencies, departments, bureaus, commissions  uh some uh  fully budgeted, some not, but all having responsibility to carry out that was in conflict. And we cut those three hundred  uh agencies and so forth down substantially. We eliminated two hundred and seventy-eight of them. We set up a simple structure of government that could be administrated fairly and it was a  a tremendous success. It hasnt been undone since I was there. It resulted also in an ability to reshape our court system, our prison system, our education system, our mental health programs and  and a clear assignment of responsibility and  and authority and also to have uh our people once again understanding control our government. I intend to do the same thing if Im elected president. When I get to Washington, coming in as an outsider, one of the major responsibilities that  that I will have on my shoulder is a complete reorganization of the  of the executive branch of government. We now have uh  a greatly expanded White House staff. When Mr. Nixon went in office, for instance, we had three and a half million dollars spent on  on the White House and its staff. That has escalated now to sixteen and a half million dollars, in the last uh Republican administration. This needs to be changed. We need to put the responsibilities back on the cabinet members. We also need to have a great reduction in agencies and programs. For instance, we now have uh  in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this. Medicaids in one agency; Medicare is in a different one. The  the check on the quality of health care is in a different one. None of them uh are responsible for health care itself. This makes it almost impossible for us to have a good health program. We have uh  just advocated uh  this past week a consolidation of the responsibilities for energy. Our country now has no comprehensive energy program or policy. We have twenty different agencies in the federal government responsible for the production, the regulation, the uh  information about energy, the conservation of energy, spread all over government. This is a  a gross waste of money, so tough, competent management of government, giving us a simple efficient purposeful and manageable government would be a great step forward and if Im elected  and I intend to be  then its gonna be done.",1976-09-23,Democrat,449,What specific changes do you plan to implement in the federal government to address what you see as inefficiencies and bureaucratic challenges?
145,Mr. Carter,"I cant say for sure that we would have fewer federal employees when I go out of office than when I come in. It took me about three years to completely reorganize the Georgia government. The last year I was in office uh  our budget was  was actually less than it was a year before, uh which showed a great uh improvement. Also, we had a  a 2 percent increase in the number of employees the last year. But it was a tremendous shift from administrative jobs into the delivery of services. For instance, we uh  completely revised our prison system. We established eighty-four new mental health treatment centers. And we shifted people out of administrative jobs into the field to deliver better services. The same thing will be done uh  at the federal government level. I  I accomplished this with s  substantial reductions in employees in some departments. For instance, in the Transportation Department uh we had uh  we cut back about 25 percent of the total number of employees. In giving our people better mental health care, we increased the number of employees. But the efficiency of it, the simplicity of it, the uh ability of people to understand their own government and control it was a  was a uh  substantial benefit derived from complete reorganization. We uh  have got to do that at the federal government level. If we dont, the bureaucratic mess is going to continue. Theres no way for our people now to understand what their government is. Theres no way to get the answer to a question. When you come to Washington to try to  as a governor  to try to begin a new program for your people, like uh the treatment of drug addicts, I found there were thirteen different federal agencies that I had to go to, to manage the uh drug treatment program. In the Georgia government we only had one agency responsible for drug treatment. This is the kind of change that would be made. And uh  it would be of  of tremendous benefit in long-range planning, in tight budgeting, uh saving the taxpayers money, making the government more efficient, cutting down on bureaucratic waste, having a clear delineation of authority and responsibility of employees, and giving our people a better chance to understand and control their government.",1976-09-23,Democrat,388,"What specific strategies or reforms would you implement to streamline federal government operations and improve efficiency, based on your experience in reorganizing the Georgia government?"
146,Mr. Carter,"Well, Mr. Ford takes the uh  same attitude that the Republicans always take. In the last three months before an election, theyre always for the programs that they always fight the other three-and-one-half years. Uh  I remember when uh  Herbert Hoover was against uh  jobs for people. I remember when Alf Landon was against Social Security and uh  later President Nixon, sixteen years ago, was telling the public that John Kennedys proposals would bankrupt the country and would double the cost. The best thing to do is to look at the record uh  of Mr. Fords Administration and Mr. Nixons before his. Uh  we had last year a $65 billion deficit  the largest deficit in the history of our country  more of a deficit spending than we had in the entire eight-year period under President Johnson and President Kennedy. Weve got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Fords been in office two years, weve had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million. Weve also got uh  a comparison between himself and Mr. Nixon. Hes got four times the size of the deficits that Mr. Nixon even had himself. This uh  talking about more people at work  uh is distorted because with a 14 percent increase in the cost of living in the last uh  two years, it means that  that women and young people have had to go to work when they didnt want to because their fathers didnt make enough to pay the increased cost of uh  food and uh housing and clothing. We have uh  in this last uh two years alone a hundred and twenty billion dollars total deficits under President Ford and uh  at the same time weve had, in the last eight years, a doubling in the number of bankruptcies for small business: weve had a negative growth in our  in our national economy measured in real dollars. The take-home pay of a worker in this country is actually less now than it was in 1968  measured in real dollars. This is the kind of record thats there and talk about the future and a drastic change or conversion on the part of Mr. Ford as of last minute is one that just doesnt go.",1976-09-23,Democrat,410,How do you respond to criticisms regarding your administration's economic policies and their impact on unemployment and the national deficit?
147,Mr. Carter,"Well among my other experiences in the past, Ive  Ive been a nuclear engineer, and did graduate work in this field. I think I know the  the uh capabilities and limitations of atomic power. But the energy  uh policy of our nation is one that uh has not yet been established under this administration. I think almost every other developed nation in the world has an energy policy except us. We have seen uh  the Federal Energy Agency established, for instance. Uh  in the crisis of 1973 it was supposed to be a temporary agency, uh now its permanent, its enormous, its growing every day. I think the Wall Street Journal uh reported not too long ago they have a hundred and twelve public relations experts working for the Federal Energy Agency to try to justify to the American people its own existence. Weve got to have a  a firm way to handle the energy question. The reorganization proposal that I have put forward is one uh first step. In addition to that, we need to have  uh a realization that weve got uh about thirty-five years worth of oil left in the whole world. Were gonna run out of oil. When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil. Now weve increased that amount 25 percent. We now import about 44 percent of our oil. We need to shift from oil to coal. We need to concentrate our research and development effort on uh coal burning and extraction, with safer mines, but also its clean burning. We need to shift very strongly toward solar energy and have strict conservation measures. And then as a last resort only, continue to use atomic power. I would certainly uh  not cut out atomic power altogether. We cant afford to give up that opportunity until later. But to the extent that we continue to use atomic power, I would be responsible as president to make sure that the safety precautions were initiated and maintained. For instance, some that have been forgotten; we need to have the reactor core  below ground level, the entire power plant that uses atomic uh  power tightly sealed and a heavy  heavy vacuum maintained. There ought to be a standardized design. There ought to be a full-time uh  atomic energy specialist, independent of the power company in the control room, full time, twenty-four hours a day, to shut down a plant if an abnormality develops. These kinds of uh  procedures, along with evacuation procedures, adequate insurance, ought to be initiated. So, shift from oil to coal, emphasize research and development on coal use and also on solar power, strict conservation measures, not yield every time that the special interest groups uh  put pressure on the president like uh this administration has done, and use atomic energy only as a last resort with the strictest possible safety precautions. Thats the best overall energy policy in the brief time we have to discuss it.",1976-09-23,Democrat,504,What specific steps do you believe the federal government should take to establish a comprehensive energy policy that addresses both current needs and future sustainability?
148,Mr. Carter,"Yes, I would. Some of the things that can be done about this is a change in the rate structure of electric power companies. We uh  now encourage people to waste electricity, and uh  by giving uh  the lowest rates to the biggest users. We dont do anything to cut down on peak load requirements. We dont have an adequate requirement for the insulation of homes, for the efficiency of automobiles. And whenever the uh  automobile manufacturers come forward and say they cant meet the uh  amendments that the Congress has put forward, this Republican administration has delayed the implementation dates. In addition to that, we ought to have a  a shift toward the use of coal, particularly in the Appalachian regions where the coal is located. A lot of uh  very high quality, low-carbon coal, uh  low-sulfur coal is there, its where our employment is needed. Uh  this would  would help a great deal. So mandatory conservation measures  yes. Encouragement by the president for people to uh voluntarily conserve  yes. And also the private sector ought to be encouraged to  to bring forward to the public the benefits from efficiency. One bank in uh  Washington, fo- for instance, gives lower interest loans for people who adequately insulate their homes or who buy efficient automobiles. And some major uh  uh  manufacturing companies, like Dow Chemical, have through uh  very effective efficiency mechanism cut down the use of energy by uh  as much as 40 percent with the same out-product. These kinds of things uh  ought to be done, uh they ought to be encouraged and supported, and even required uh by the government, yes.",1976-09-23,Democrat,274,What specific policies do you believe should be implemented to promote energy conservation and efficiency in both residential and industrial sectors?
149,Mr. Carter,"Well, Mr. Ford doesnt seem to put into perspective the fact that when  when uh five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings. I was in uh  a city in uh  Pennsylvania not too long ago, near here, and uh  there were about four or five thousand people in the audience  it was on a  on a train trip. And I said, How many uh  adults here are out of work? About a thousand raised their hands. Mr. Ford uh  actually has fewer people now in the private sector in non-farm jobs than when he took office. And still he talks about  uh success. Seven point nine percent unemployment is a terrible tragedy in this country. He says hes learned how to match unemployment with inflation. Thats right. Weve got the highest inflation weve had in twenty-five years right now, except under this administration, and that was fifty years ago. And weve got uh  the highest unemployment weve had uh  under Mr. Fords administration, since the Great Depression. This affects human beings, and  and his insensitivity in providing those people a chance to work has made this a welfare administration, and not a work administration. He hasnt saved $9 billion with his vetoes. Theres only been uh  a net savings of $4 billion. And the cost in unemployment compensation, welfare compensation, and lost revenues has increased $23 billion in the last two years. This is a  a typical attitude that really causes havoc in peoples lives, and then its covered over by saying that our country has naturally got a 6 percent unemployment rate, or 7 percent unemployment rate and a 6 percent inflation. Its a travesty. It shows a lack of leadership. And weve never had a president since the War between the States that vetoed more bills. Mr. Ford has vetoed four times as many bills as Mr. Nixon  per year. And eleven of em have been overridden. One of his bills that was overridden  he only got one vote in the Senate and seven votes in the House, from Republicans.",1976-09-23,Democrat,374,"What is your assessment of the current unemployment and inflation rates, and how do you respond to the concerns that these figures represent a deeper human impact on American families?"
150,Mr. Carter,"Now we have uh such a grossly unbalanced tax system  as I said earlier, that it is a disgrace  ah of all the tax  benefits now, 25 percent of em go to the 1 percent of the richest people in this country. Over 50 percent  53 to be exact  percent of the tax benefits go to the 14 percent richest people in this country, and weve had a 50 percent increase in payroll deductions since Mr. Nixon went in office eight years ago. Mr. Ford has  has advocated since hes been in office over $5 billion in reductions for corporations, special interest groups, and the very, very wealthy who derive their income  not from labor  but from investments. Thats got to be changed. A few things that can be done: we have now a deferral system so that the multinational corporations who invest overseas  if they make a million dollars in profits overseas  they dont have to pay any of their taxes unless they bring their money back into this country. When they dont pay their taxes, the average American pays the taxes for them. Not only that, but it robs this country of jobs, because instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and  and builds a shoe factory, they dont have to pay any taxes on the money. Another thing is a system called DISC which was originally designed, proposed by Mr. Nixon, to encourage exports. This permits a company to create uh  a dummy corporation, to export their products, and then not to pay the full amount of taxes on them. This costs our uh  government about uh  $1.4 billion a year. And when those rich corporations dont pay that tax, the average American taxpayer pays it for em. Another one thats uh  thats very important is the uh  is the business deductions, uh  jet airplanes, uh  first class travel, the fifty-dollar martini lunch. The average working person cant  uh  cant take advantage of that, but the  the wealthier people  uh can. Uh  another system is where uhh  a dentist can invest money in say, raising cattle and uh  can put in a hundred thousand dollars of his own money, borrow nine hundred thousand dollars  nine hundred mi- thousand dollars  that makes a million  and mark off a great amount of uh  of loss uh  through that procedure. Uh  there was one example, for instance, where uh  somebody uh  produced pornographic movies. They put in $30 thousand of their own money and got a hundred and twenty thousand dollars in tax savings. Well, these special kinds of programs have  have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh  eight thousand pages of the tax code. The average uh American person cant do it. You cant hire a lobbyist uh out of unemployment compensation checks.",1976-09-23,Democrat,512,"How do you imagine the current tax system impacts income inequality in America, and what specific reforms would you propose to address its imbalances?"
151,Mr. Carter,"Yes. You need about, according to Congressional committees on this, you need about $10 billion. Now you listed some things  the uh  deferral on foreign income as estimated: that would save about $500 million. DISC, you said, was about 1.4 billion. uh  The estimate of the outside, if you eliminated all tax shelters, is 5 billion. So where else would you raise the revenue to provide this tax relief  would you, in fact, do away with all business deductions, and what other kinds of preferences would you do away with?",1976-09-23,Democrat,90,"What specific measures would you propose to generate the necessary revenue to offset the tax relief you're advocating, particularly regarding business deductions and other tax preferences?"
